Authors,Author full names,Author(s) ID,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
Raj T.; Wang A.A.; Monroe C.W.; Howey D.A.,"Raj, Trishna (57192541590); Wang, Andrew A. (57287119700); Monroe, Charles W. (7006243205); Howey, David A. (34267561800)",57192541590; 57287119700; 7006243205; 34267561800,2020,136,10.1002/batt.202000160,https://www.scopus.com/pages/publications/85090937907?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Xu H.; Zhu J.; Finegan D.P.; Zhao H.; Lu X.; Li W.; Hoffman N.; Bertei A.; Shearing P.; Bazant M.Z.,"Xu, Hongyi (55537631700); Zhu, Juner (56375937900); Finegan, Donal P. (56613490600); Zhao, Hongbo (57210195508); Lu, Xuekun (57189994070); Li, Wei (57190576752); Hoffman, Nathaniel (60392838100); Bertei, Antonio (23484487000); Shearing, Paul (24178516700); Bazant, Martin Z. (6701815508)",55537631700; 56375937900; 56613490600; 57210195508; 57189994070; 57190576752; 60392838100; 23484487000; 24178516700; 6701815508,2021,125,10.1002/aenm.202003908,https://www.scopus.com/pages/publications/85104008618?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Chen Z.; Zhao H.; Shu X.; Zhang Y.; Shen J.; Liu Y.,"Chen, Zheng (56941076900); Zhao, Hongqian (57222987100); Shu, Xing (57197828252); Zhang, Yuanjian (57195407199); Shen, Jiangwei (57188754732); Liu, Yonggang (55906213600)",56941076900; 57222987100; 57197828252; 57195407199; 57188754732; 55906213600,2021,113,10.1016/j.energy.2021.120630,https://www.scopus.com/pages/publications/85104355941?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wu Y.; Xue Q.; Shen J.; Lei Z.; Chen Z.; Liu Y.,"Wu, Yitao (57201989469); Xue, Qiao (57215068690); Shen, Jiangwei (57188754732); Lei, Zhenzhen (24329830800); Chen, Zheng (56941076900); Liu, Yonggang (55906213600)",57201989469; 57215068690; 57188754732; 24329830800; 56941076900; 55906213600,2020,145,10.1109/ACCESS.2020.2972344,https://www.scopus.com/pages/publications/85079787327?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Dave A.; Mitchell J.; Burke S.; Lin H.; Whitacre J.; Viswanathan V.,"Dave, Adarsh (57212590938); Mitchell, Jared (57212585321); Burke, Sven (57196711399); Lin, Hongyi (57362570400); Whitacre, Jay (7003310456); Viswanathan, Venkatasubramanian (35754974700)",57212590938; 57212585321; 57196711399; 57362570400; 7003310456; 35754974700,2022,144,10.1038/s41467-022-32938-1,https://www.scopus.com/pages/publications/85138932158?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Takahashi K.; Srinivasan V.,"Takahashi, Kenji (55578047400); Srinivasan, Venkat (7201539964)",55578047400; 7201539964,2015,123,10.1149/2.0281504jes,https://www.scopus.com/pages/publications/84923336211?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wu E.A.; Kompella C.S.; Zhu Z.; Lee J.Z.; Lee S.C.; Chu I.-H.; Nguyen H.; Ong S.P.; Banerjee A.; Meng Y.S.,"Wu, Erik A. (57196169290); Kompella, Christopher S. (57191274769); Zhu, Zhuoying (57212868484); Lee, Jungwoo Z. (57190063934); Lee, Steven C. (57201400972); Chu, Iek-Heng (53979434900); Nguyen, Han (57188806752); Ong, Shyue Ping (57203196608); Banerjee, Abhik (56873648300); Meng, Ying Shirley (56122470500)",57196169290; 57191274769; 57212868484; 57190063934; 57201400972; 53979434900; 57188806752; 57203196608; 56873648300; 56122470500,2018,129,10.1021/acsami.7b19037,https://www.scopus.com/pages/publications/85044658677?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ji X.; Chen J.; Wang F.; Sun W.; Ruan Y.; Miao L.; Jiang J.; Wang C.,"Ji, Xiao (55654135400); Chen, Ji (57201262935); Wang, Fei (56461585500); Sun, Wei (59832135900); Ruan, Yunjun (55788420000); Miao, Ling (10639913900); Jiang, Jianjun (7404829902); Wang, Chunsheng (56883335500)",55654135400; 57201262935; 56461585500; 59832135900; 55788420000; 10639913900; 7404829902; 56883335500,2018,155,10.1021/acs.nanolett.8b02854,https://www.scopus.com/pages/publications/85053639962?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sultana I.; Rahman M.M.; Chen Y.; Glushenkov A.M.,"Sultana, Irin (54418059900); Rahman, Md Mokhlesur (55348154200); Chen, Ying (57210908760); Glushenkov, Alexey M. (16199349300)",54418059900; 55348154200; 57210908760; 16199349300,2018,353,10.1002/adfm.201703857,https://www.scopus.com/pages/publications/85037372050?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Kumaresan K.; Sikha G.; White R.E.,"Kumaresan, Karthikeyan (23100291000); Sikha, Godfrey (6507807327); White, Ralph E. (7501423162)",23100291000; 6507807327; 7501423162,2008,372,10.1149/1.2817888,https://www.scopus.com/pages/publications/37549053273?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Leung K.; Budzien J.L.,"Leung, Kevin (57193979151); Budzien, Joanne L. (6602676047)",57193979151; 6602676047,2010,259,10.1039/b925853a,https://www.scopus.com/pages/publications/77953845404?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Trahey L.; Brushett F.R.; Balsara N.P.; Ceder G.; Cheng L.; Chiang Y.-M.; Hahn N.T.; Ingram B.J.; Minteer S.D.; Moore J.S.; Mueller K.T.; Nazar L.F.; Persson K.A.; Siegel D.J.; Xu K.; Zavadil K.R.; Srinivasan V.; Crabtree G.W.,"Trahey, Lynn (6503935828); Brushett, Fikile R. (35489877400); Balsara, Nitash P. (57140075800); Ceder, Gerbrand (7006338051); Cheng, Lei (7403337512); Chiang, Yet-Ming (57203066065); Hahn, Nathan T. (15845545000); Ingram, Brian J. (7004405511); Minteer, Shelley D. (35582266800); Moore, Jeffrey S. (7405240192); Mueller, Karl T. (7402104435); Nazar, Linda F. (7004384886); Persson, Kristin A. (7102591438); Siegel, Donald J. (7202706268); Xu, Kang (57195303179); Zavadil, Kevin R. (6701315698); Srinivasan, Venkat (7201539964); Crabtree, George W. (7101695109)",6503935828; 35489877400; 57140075800; 7006338051; 7403337512; 57203066065; 15845545000; 7004405511; 35582266800; 7405240192; 7402104435; 7004384886; 7102591438; 7202706268; 57195303179; 6701315698; 7201539964; 7101695109,2020,312,10.1073/pnas.1821672117,https://www.scopus.com/pages/publications/85086158170?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Roberts S.A.; Brunini V.E.; Long K.N.; Grillet A.M.,"Roberts, Scott A. (55458076100); Brunini, Victor E. (36711244800); Long, Kevin N. (22941159300); Grillet, Anne M. (6602609004)",55458076100; 36711244800; 22941159300; 6602609004,2014,98,10.1149/2.0081411jes,https://www.scopus.com/pages/publications/84923551195?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wang C.; Fu K.; Kammampata S.P.; McOwen D.W.; Samson A.J.; Zhang L.; Hitz G.T.; Nolan A.M.; Wachsman E.D.; Mo Y.; Thangadurai V.; Hu L.,"Wang, Chengwei (57862719100); Fu, Kun (55499275800); Kammampata, Sanoop Palakkathodi (56596684500); McOwen, Dennis W. (55351184800); Samson, Alfred Junio (37113931300); Zhang, Lei (60494255200); Hitz, Gregory T. (54973721400); Nolan, Adelaide M. (57204625096); Wachsman, Eric D. (7004082633); Mo, Yifei (16302025600); Thangadurai, Venkataraman (57193817139); Hu, Liangbing (12800263400)",57862719100; 55499275800; 56596684500; 55351184800; 37113931300; 60494255200; 54973721400; 57204625096; 7004082633; 16302025600; 57193817139; 12800263400,2020,1087,10.1021/acs.chemrev.9b00427,https://www.scopus.com/pages/publications/85083315060?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wang S.; Fernandez C.; Yu C.; Fan Y.; Cao W.; Stroe D.-I.,"Wang, Shunli (36919518900); Fernandez, Carlos (57102587200); Yu, Chunmei (57203140654); Fan, Yongcun (57211072048); Cao, Wen (57207868733); Stroe, Daniel-Ioan (36683200900)",36919518900; 57102587200; 57203140654; 57211072048; 57207868733; 36683200900,2020,198,10.1016/j.jpowsour.2020.228450,https://www.scopus.com/pages/publications/85086677384?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Birkl C.R.; Roberts M.R.; McTurk E.; Bruce P.G.; Howey D.A.,"Birkl, Christoph R. (57189366905); Roberts, Matthew R. (7404028755); McTurk, Euan (56527215000); Bruce, Peter G. (7005250471); Howey, David A. (34267561800)",57189366905; 7404028755; 56527215000; 7005250471; 34267561800,2017,1619,10.1016/j.jpowsour.2016.12.011,https://www.scopus.com/pages/publications/85004168833?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Srinivasan V.; Newman J.,"Srinivasan, Venkat (7201539964); Newman, John (7401659756)",7201539964; 7401659756,2004,710,10.1149/1.1785012,https://www.scopus.com/pages/publications/8644257642?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Cordoba-Arenas A.; Onori S.; Guezennec Y.; Rizzoni G.,"Cordoba-Arenas, Andrea (55375638900); Onori, Simona (35092798000); Guezennec, Yann (7004576624); Rizzoni, Giorgio (7103076725)",55375638900; 35092798000; 7004576624; 7103076725,2015,253,10.1016/j.jpowsour.2014.12.047,https://www.scopus.com/pages/publications/84920108505?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Miniguano H.; Barrado A.; Lazaro A.; Zumel P.; Fernandez C.,"Miniguano, Henry (56705562800); Barrado, Andres (8135014600); Lazaro, Antonio (56438058900); Zumel, Pablo (55949424700); Fernandez, Cristina (57213414087)",56705562800; 8135014600; 56438058900; 55949424700; 57213414087,2020,110,10.1109/TVT.2019.2952970,https://www.scopus.com/pages/publications/85078402011?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Chen M.; Ma X.; Chen B.; Arsenault R.; Karlson P.; Simon N.; Wang Y.,"Chen, Mengyuan (57189854693); Ma, Xiaotu (57204112170); Chen, Bin (57007409300); Arsenault, Renata (55428192300); Karlson, Peter (56369569100); Simon, Nakia (57211786500); Wang, Yan (57193818352)",57189854693; 57204112170; 57007409300; 55428192300; 56369569100; 57211786500; 57193818352,2019,1136,10.1016/j.joule.2019.09.014,https://www.scopus.com/pages/publications/85075021252?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Liang S.; Wang X.; Qi R.; Cheng Y.-J.; Xia Y.; Müller-Buschbaum P.; Hu X.,"Liang, Suzhe (57200390173); Wang, Xiaoyan (56308884200); Qi, Ruoxuan (57347073200); Cheng, Ya-Jun (55225579600); Xia, Yonggao (9535228700); Müller-Buschbaum, Peter (7003877067); Hu, Xile (56846008500)",57200390173; 56308884200; 57347073200; 55225579600; 9535228700; 7003877067; 56846008500,2022,119,10.1002/adfm.202201675,https://www.scopus.com/pages/publications/85128414821?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Yang S.; Zhou S.; Hua Y.; Zhou X.; Liu X.; Pan Y.; Ling H.; Wu B.,"Yang, Shichun (37123179700); Zhou, Sida (57211227722); Hua, Yang (57211234222); Zhou, Xinan (57216335780); Liu, Xinhua (55865183700); Pan, Yuwei (57211231279); Ling, Heping (57218246706); Wu, Billy (7403591460)",37123179700; 57211227722; 57211234222; 57216335780; 55865183700; 57211231279; 57218246706; 7403591460,2021,102,10.1038/s41598-021-84729-1,https://www.scopus.com/pages/publications/85102333947?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ramadesigan V.; Methekar R.N.; Latinwo F.; Braatz R.D.; Subramanian V.R.,"Ramadesigan, Venkatasailanathan (26039429900); Methekar, Ravi N. (13606709400); Latinwo, Folarin (36026751100); Braatz, Richard D. (7005734090); Subramanian, Venkat R. (7202536519)",26039429900; 13606709400; 36026751100; 7005734090; 7202536519,2010,142,10.1149/1.3495992,https://www.scopus.com/pages/publications/78449289493?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Shin H.; Park J.; Han S.; Sastry A.M.; Lu W.,"Shin, Hosop (56447538800); Park, Jonghyun (37014667400); Han, Sangwoo (55363804600); Sastry, Ann Marie (7007057120); Lu, Wei (57865245500)",56447538800; 37014667400; 55363804600; 7007057120; 57865245500,2015,196,10.1016/j.jpowsour.2014.11.120,https://www.scopus.com/pages/publications/84918549302?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Talin A.A.; Ruzmetov D.; Kolmakov A.; McKelvey K.; Ware N.; El Gabaly F.; Dunn B.; White H.S.,"Talin, A. Alec (57136554400); Ruzmetov, Dmitry (16301978700); Kolmakov, Andrei (7005601414); McKelvey, Kim (36349320200); Ware, Nicholas (57523633000); El Gabaly, Farid (55948246100); Dunn, Bruce (7202816748); White, Henry S. (7402382460)",57136554400; 16301978700; 7005601414; 36349320200; 57523633000; 55948246100; 7202816748; 7402382460,2016,129,10.1021/acsami.6b12244,https://www.scopus.com/pages/publications/84999808833?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Tritsaris G.A.; Zhao K.; Okeke O.U.; Kaxiras E.,"Tritsaris, Georgios A. (36133830100); Zhao, Kejie (35308270300); Okeke, Onyekwelu U. (23991303500); Kaxiras, Efthimios (7005011131)",36133830100; 35308270300; 23991303500; 7005011131,2012,183,10.1021/jp307221q,https://www.scopus.com/pages/publications/84867869864?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Pearse A.; Schmitt T.; Sahadeo E.; Stewart D.M.; Kozen A.; Gerasopoulos K.; Talin A.A.; Lee S.B.; Rubloff G.W.; Gregorczyk K.E.,"Pearse, Alexander (56417329200); Schmitt, Thomas (57198081164); Sahadeo, Emily (57189306039); Stewart, David M. (56547959000); Kozen, Alexander (18134074300); Gerasopoulos, Konstantinos (24721028400); Talin, A. Alec (57136554400); Lee, Sang Bok (35080725400); Rubloff, Gary W. (23023051800); Gregorczyk, Keith E. (16506966700)",56417329200; 57198081164; 57189306039; 56547959000; 18134074300; 24721028400; 57136554400; 35080725400; 23023051800; 16506966700,2018,130,10.1021/acsnano.7b08751,https://www.scopus.com/pages/publications/85046440400?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Müller S.; Pietsch P.; Brandt B.-E.; Baade P.; De Andrade V.; De Carlo F.; Wood V.,"Müller, Simon (57202511848); Pietsch, Patrick (55856919800); Brandt, Ben-Elias (57202510497); Baade, Paul (57196349824); De Andrade, Vincent (14218940900); De Carlo, Francesco (7004183597); Wood, Vanessa (23991960300)",57202511848; 55856919800; 57202510497; 57196349824; 14218940900; 7004183597; 23991960300,2018,154,10.1038/s41467-018-04477-1,https://www.scopus.com/pages/publications/85048726706?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wang Y.; Zhu Q.; Tao L.; Su X.,"Wang, Yong (36072916200); Zhu, Qingshan (8572683900); Tao, Ling (41961817400); Su, Xiaowen (43761574900)",36072916200; 8572683900; 41961817400; 43761574900,2011,158,10.1039/c1jm10271k,https://www.scopus.com/pages/publications/79959981371?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zheng H.; Wu S.; Tian R.; Xu Z.; Zhu H.; Duan H.; Liu H.,"Zheng, Hongpeng (57195957349); Wu, Shaoping (57212314265); Tian, Ran (57059875000); Xu, Zhenming (7405428530); Zhu, Hong (57193901871); Duan, Huanan (24502901200); Liu, Hezhou (36489994300)",57195957349; 57212314265; 57059875000; 7405428530; 57193901871; 24502901200; 36489994300,2020,152,10.1002/adfm.201906189,https://www.scopus.com/pages/publications/85076395514?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Mendez A.; Leo T.J.; Herreros M.A.,"Mendez, Alejandro (56804463600); Leo, Teresa J. (24387739500); Herreros, Miguel A. (36971779200)",56804463600; 24387739500; 36971779200,2014,105,10.3390/en7074676,https://www.scopus.com/pages/publications/84936858095?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Shi T.; Tu Q.; Tian Y.; Xiao Y.; Miara L.J.; Kononova O.; Ceder G.,"Shi, Tan (57193493586); Tu, Qingsong (56195325100); Tian, Yaosen (57195061087); Xiao, Yihan (57193623371); Miara, Lincoln J. (23482027900); Kononova, Olga (7004694139); Ceder, Gerbrand (7006338051)",57193493586; 56195325100; 57195061087; 57193623371; 23482027900; 7004694139; 7006338051,2020,310,10.1002/aenm.201902881,https://www.scopus.com/pages/publications/85076192865?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sakaushi K.; Antonietti M.,"Sakaushi, Ken (35769775500); Antonietti, Markus (7103185149)",35769775500; 7103185149,2015,117,10.1246/bcsj.20140317,https://www.scopus.com/pages/publications/84925355098?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Michan A.L.; Parimalam B.S.; Leskes M.; Kerber R.N.; Yoon T.; Grey C.P.; Lucht B.L.,"Michan, Alison L. (55771066600); Parimalam, Bharathy. S. (56347184000); Leskes, Michal (14822198100); Kerber, Rachel N. (55193239800); Yoon, Taeho (56535929100); Grey, Clare P. (7006250961); Lucht, Brett L. (6603815672)",55771066600; 56347184000; 14822198100; 55193239800; 56535929100; 7006250961; 6603815672,2016,476,10.1021/acs.chemmater.6b02282,https://www.scopus.com/pages/publications/84997611002?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Yu X.; Boyer M.J.; Hwang G.S.; Manthiram A.,"Yu, Xingwen (56199080500); Boyer, Mathew J. (57191370391); Hwang, Gyeong S. (7202677646); Manthiram, Arumugam (7004440960)",56199080500; 57191370391; 7202677646; 7004440960,2018,162,10.1016/j.chempr.2017.12.029,https://www.scopus.com/pages/publications/85043494322?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Vakharia V.; Shah M.; Nair P.; Borade H.; Sahlot P.; Wankhede V.,"Vakharia, Vinay (56511613400); Shah, Milind (57678442500); Nair, Pranav (58116923300); Borade, Himanshu (57214892940); Sahlot, Pankaj (57191405876); Wankhede, Vishal (57204053781)",56511613400; 57678442500; 58116923300; 57214892940; 57191405876; 57204053781,2023,93,10.3390/batteries9020125,https://www.scopus.com/pages/publications/85148852212?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Shu X.; Li G.; Zhang Y.; Shen S.; Chen Z.; Liu Y.,"Shu, Xing (57197828252); Li, Guang (57188641035); Zhang, Yuanjian (57195407199); Shen, Shiquan (57216157479); Chen, Zheng (56941076900); Liu, Yonggang (55906213600)",57197828252; 57188641035; 57195407199; 57216157479; 56941076900; 55906213600,2021,116,10.1109/TTE.2020.3041757,https://www.scopus.com/pages/publications/85097385896?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Yang T.; Zhong J.; Liu J.; Yuan Y.; Yang D.; Mao Q.; Li X.; Guo Z.,"Yang, Tao (56544884200); Zhong, Jiasong (35224392600); Liu, Jianwen (37070929800); Yuan, Yongjun (56594005400); Yang, Dexin (55561746800); Mao, Qinan (35223648700); Li, Xinyue (55949844100); Guo, Zaiping (7404657678)",56544884200; 35224392600; 37070929800; 56594005400; 55561746800; 35223648700; 55949844100; 7404657678,2021,104,10.1002/adfm.202009433,https://www.scopus.com/pages/publications/85100156030?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhang L.; Ji T.; Yu S.; Liu G.,"Zhang, Lijun (55851937900); Ji, Tuo (58168325600); Yu, Shihao (58167892900); Liu, Guanchen (57193334620)",55851937900; 58168325600; 58167892900; 57193334620,2023,104,10.3390/batteries9030177,https://www.scopus.com/pages/publications/85151425642?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Reddy M.V.; Julien C.M.; Mauger A.; Zaghib K.,"Reddy, Mogalahalli V. (57216102131); Julien, Christian M. (55588326900); Mauger, Alain (22963172000); Zaghib, Karim (56243855600)",57216102131; 55588326900; 22963172000; 56243855600,2020,288,10.3390/nano10081606,https://www.scopus.com/pages/publications/85090219258?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Chen H.M.; Maohua C.; Adams S.,"Chen, Hao Min (56576588900); Maohua, Chen (55457628700); Adams, Stefan (7402058480)",56576588900; 55457628700; 7402058480,2015,132,10.1039/c5cp01841b,https://www.scopus.com/pages/publications/84934923389?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Berrueta A.; Urtasun A.; Ursúa A.; Sanchis P.,"Berrueta, Alberto (55701532600); Urtasun, Andoni (55565121400); Ursúa, Alfredo (21834915800); Sanchis, Pablo (35502318000)",55701532600; 55565121400; 21834915800; 35502318000,2018,96,10.1016/j.energy.2017.11.154,https://www.scopus.com/pages/publications/85038122827?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Liu C.; Qiu Y.; Liu Y.; Xu K.; Zhao N.; Lao C.; Shen J.; Chen Z.,"Liu, Changyong (39161419200); Qiu, Yin (57403159700); Liu, Yanliang (57208316536); Xu, Kun (57397953700); Zhao, Ning (59849215700); Lao, Changshi (8728575000); Shen, Jun (35099428100); Chen, Zhangwei (55751726600)",39161419200; 57403159700; 57208316536; 57397953700; 59849215700; 8728575000; 35099428100; 55751726600,2022,93,10.1007/s40145-021-0533-7,https://www.scopus.com/pages/publications/85122451106?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhao W.; Luo G.; Wang C.-Y.,"Zhao, Wei (58833363800); Luo, Gang (36178089400); Wang, Chao-Yang (56798730600)",58833363800; 36178089400; 56798730600,2015,109,10.1149/2.1031507jes,https://www.scopus.com/pages/publications/84929468311?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
