UTD_EID,UCS_Locator,Filename,Caption,link,stage1_hit,stage1_keywords
1-s2.0-S2213597922000489-gr7.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr7/DOWNSAMPLED/image/jpeg/6245b76e0085c51f0f579e8b285768bd/gr7.jpg,gr7.jpg,"Summary of lesions included in the feature definition and validation sets. Cysts were excluded from both sets. In the validation set, there was 1 case with focal glandular tissue that was excluded and in addition there were errors in data acquisition on 7 occasions that rendered the data unusable.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr7_lrg.jpg,0,
1-s2.0-S2213597922000489-gr8.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr8/DOWNSAMPLED/image/jpeg/9849a1be1538e9ef9cec4b2dceeee13e/gr8.jpg,gr8.jpg,"Schematic representation of OA patterns observed in benign and malignant lesions. Benign: a) splayed vessels sign, b) and c) vessels draped over the lesion sign, d) absent vessel sign. Malignant: e) irregular cap sign, f) claw sign, g) irregular feeding vessel sign and h) irregular feeding vessel and an irregular cap sign.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr8_lrg.jpg,0,
1-s2.0-S2213597922000489-gr5.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr5/DOWNSAMPLED/image/jpeg/76dd1f927054d813455559e139f5bc50/gr5.jpg,gr5.jpg,"OA-US images illustrating the patterns used to define the feature set for benign and malignant lesions. OA features are specified above and lesion histopathology below the image panels. Arrows indicate the specific OA feature relative to the lesion, visible in the US image and OA-US.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr5_lrg.jpg,0,
1-s2.0-S2213597922000489-gr6.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr6/DOWNSAMPLED/image/jpeg/467537d80fc6b14ffe4b7ef7810abbbc/gr6.jpg,gr6.jpg,"Exemplar fibroadenoma (benign). (a) Standard-of-care ultrasound reveals an oval hypoechoic mass, without lobulations; the mass is greater in width than height. (b) The US image from the OA-US scan also reveals an oval hypoechoic mass (c) The OA image from the OA-US scan at 800 nm reveals blood vessels that appear to be draped over the lesion. (d) Overlaid OA-US image highlights the relationship between the visualised blood vessels and the benign mass. Scale bar 1 cm.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr6_lrg.jpg,0,
1-s2.0-S2213597922000489-fx2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/fx2/DOWNSAMPLED/image/jpeg/105b0565a64a137d4ad6917b67191c5c/fx2.jpg,fx2.jpg,"Exemplar grade 2 invasive ductal carcinoma (ER+ PR+ Her2-). Mammography [MLO (a) and CC (b) views] reveal a lobulated mass in the upper inner quadrant of the left breast. The outline has a few spicules. (c) Standard-of-care ultrasound reveals a hypoechoic irregular mass. (d) The US image from the OA-US scan also reveals an irregular hypoechoic mass, albeit at lower resolution than the clinical US imaging. (e) The OA image from the OA-US scan at 800 nm shows an irregular cap of signal at the anterior margin of the cancer (e) Overlaid OA-US image highlights the relationship between the visualised neoangiogenesis from OA and tumour mass position on US. Intense OA signals at the breast surface arise due to absorption in the skin by haemoglobin in the skin microvasculature as well as melanin pigmentation. Scale bar 1 cm.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-fx2_lrg.jpg,0,
1-s2.0-S2213597922000489-fx3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/fx3/DOWNSAMPLED/image/jpeg/b8622a5dd2037c273e0403f165d69b90/fx3.jpg,fx3.jpg,"A false negative from the standard-of-care imaging that was successfully upgraded by OA-US. Mammography [MLO (a) and CC (b) views] do not indicate breast cancer (c) Standard-of-care ultrasound reveals a few scattered cysts and a small subcentimetre irregular hypoechoic mass in a retroareolar position. (d) Ultrasound imaging with Doppler demonstrates two small vessels. (e) Alternate view from ultrasound imaging without Doppler (f) The US image from the OA-US scan at the same position does not clearly reveal the irregular hypoechoic mass seen on US compared to the background breast parenchyma. (g) The OA image from the OA-US scan at 800 nm reveals a lattice of high signal similar to the irregular cap sign seen in malignancy, which would upgrade the lesion to BI-RADS 5. (h) Overlaid OA-US image. Scale bar 1 cm.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-fx3_lrg.jpg,0,
1-s2.0-S2213597922000489-fx1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/fx1/DOWNSAMPLED/image/jpeg/398eebd7d875c1ecb78a63f17406f93b/fx1.jpg,fx1.jpg,"A BI-RADS 3 lesion successfully downgraded by OA-US. (a) Standard-of-care ultrasound reveals an oval hypoechoic mass, with few lobulations seen, hence on B mode US alone the lesion was classified as BI-RADS 3. (b) US image from the OA-US scan at the same position reveals an oval hypoechoic mass (c) The OA image from the OA-US scan at 800 nm reveals blood vessels, which appear draped over the lesion in the overlaid OA-US image (d) and would downgrade the image to BI-RADS 2. Scale bar 1 cm.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-fx1_lrg.jpg,0,
1-s2.0-S2213597922000489-gr3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr3/DOWNSAMPLED/image/jpeg/56b67a198a427dcf3c3de4c8ea261e44/gr3.jpg,gr3.jpg,"A false positive on OA-US. Mammography [MLO (a) and CC (b) views] reveals an oval mass in a retroareolar position. (c) Standard-of-care ultrasound reveals a complex cyst with multiple septations and a thick wall. (d) The US image from the OA-US scan at the same position is similar to the B Mode US. (d) The OA image from the OA-US scan at 800 nm reveals a pattern similar to that of disorganised vessels, which was interpreted as an irregular cap sign of malignancy, and the lesion was upgraded to malignant. (e) Overlaid OA-US image highlights the relationship between the area of high signal and the complex cyst. Scale bar 1 cm.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr3_lrg.jpg,0,
1-s2.0-S2213597922000489-gr4.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr4/DOWNSAMPLED/image/jpeg/c282be5d23114a775f5a3f320fe8a091/gr4.jpg,gr4.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr4_lrg.jpg,0,
1-s2.0-S2213597922000489-gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr1/DOWNSAMPLED/image/jpeg/ccc16c4ab8e5a9c30997f0a7b3b04f89/gr1.jpg,gr1.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr1_lrg.jpg,0,
1-s2.0-S2213597922000489-gr2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr2/DOWNSAMPLED/image/jpeg/2983336bb3408f6029d347e0f8f1b882/gr2.jpg,gr2.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr2_lrg.jpg,0,
1-s2.0-S2213597922000489-gr7.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr7/THUMBNAIL/image/gif/f361dad2245d3ef6ca19317f2365b06a/gr7.sml,gr7.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr7.sml,0,
1-s2.0-S2213597922000489-gr8.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr8/THUMBNAIL/image/gif/0e55719641ce5774a563f7957fe8723e/gr8.sml,gr8.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr8.sml,0,
1-s2.0-S2213597922000489-gr5.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr5/THUMBNAIL/image/gif/3ab4eb5c98b0683a4b6f9d38a7068dfd/gr5.sml,gr5.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr5.sml,0,
1-s2.0-S2213597922000489-gr6.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/gr6/THUMBNAIL/image/gif/83b9cc070f55964b78a401e1ea522a6e/gr6.sml,gr6.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-gr6.sml,0,
1-s2.0-S2213597922000489-fx2.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/fx2/THUMBNAIL/image/gif/451d2bba6b33d78ea88a34f5978e2308/fx2.sml,fx2.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-fx2.sml,0,
1-s2.0-S2213597922000489-fx3.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597922000489/fx3/THUMBNAIL/image/gif/8510fa9636c46e982dff20162fbbf61d/fx3.sml,fx3.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597922000489-fx3.sml,0,
