UTD_EID,UCS_Locator,Filename,Caption,link,stage1_hit,stage1_keywords
1-s2.0-S0301562918302849-gr1.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S0301562918302849/gr1/THUMBNAIL/image/gif/dc4ac38f12f091dde565bfac05c6fa1c/gr1.sml,gr1.sml,"Rule of 5. cACLD = compensated advanced chronic liver disease; VNT = varices needing treatment. Reprinted, with permission, from de Franchis and Baveno (2015).",https://ars.els-cdn.com/content/image/1-s2.0-S0301562918302849-gr1.sml,0,
1-s2.0-S0301562918302849-gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S0301562918302849/gr1/DOWNSAMPLED/image/jpeg/fbd74a4a8822797b74b9e3f85e769f71/gr1.jpg,gr1.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S0301562918302849-gr1_lrg.jpg,0,
1-s2.0-S0301562918302849-gr1_lrg.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S0301562918302849/gr1/HIGHRES/image/jpeg/f573334bba6d633e8cef87be73c06eef/gr1_lrg.jpg,gr1_lrg.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S0301562918302849-gr1_lrg_lrg.jpg,0,
1-s2.0-S0301562918302849-mmc1.docx,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S0301562918302849/mmc1/MAIN/application/vnd.openxmlformats-officedocument.wordprocessingml.document/4de94ac4171a07b75569c4ccdd4c9bb9/mmc1.docx,mmc1.docx,,https://ars.els-cdn.com/content/image/1-s2.0-S0301562918302849-mmc1.docx,0,
1-s2.0-S0301562918302849-mmc2.docx,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S0301562918302849/mmc2/MAIN/application/vnd.openxmlformats-officedocument.wordprocessingml.document/dc0cb9d2b446e477bf41d2bc4caf3e0b/mmc2.docx,mmc2.docx,,https://ars.els-cdn.com/content/image/1-s2.0-S0301562918302849-mmc2.docx,0,
1-s2.0-S0301562918302849-mmc3.docx,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S0301562918302849/mmc3/MAIN/application/vnd.openxmlformats-officedocument.wordprocessingml.document/b7dd396d5920d11be4ac9952b3e7a033/mmc3.docx,mmc3.docx,,https://ars.els-cdn.com/content/image/1-s2.0-S0301562918302849-mmc3.docx,0,
1-s2.0-S0301562918302849-am.pdf,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/egi:108SG9WQ2VM/MAIN/application/pdf/c41e477a3ab422547838171f4f1bfdec/am.pdf,am.pdf,,https://ars.els-cdn.com/content/image/1-s2.0-S0301562918302849-am.pdf,0,
