UTD_EID,UCS_Locator,Filename,Caption,link,stage1_hit,stage1_keywords
1-s2.0-S1350417714003186-si1.gif,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714003186/STRIPIN/image/gif/1de380875622462ad3c62ee9bf09b4b1/si1.gif,si1.gif,HER current–potential profiles (a) and Tafel plots (b) for the initial and HIUS treated in different sonication media AlNi (50wt.% Ni) alloy particles. (Legend is valid for both: (a) and (b) parts of the figure).,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714003186-si1.gif,0,
1-s2.0-S1350417714003186-gr1.jpg,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714003186/gr1/DOWNSAMPLED/image/jpeg/9a30e9b20b06cfcdb36f64accd08451c/gr1.jpg,gr1.jpg,The XRD patterns for the initial (a) and HIUS treated in different sonication media AlNi (50wt.% Ni) alloy particles: ethanol (b); 90vol.% ethanol/10vol.% water (c); 50vol.% ethanol/50vol.% water (d); water (e).,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714003186-gr1_lrg.jpg,0,
1-s2.0-S1350417714003186-gr4.jpg,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714003186/gr4/DOWNSAMPLED/image/jpeg/8c6aa4d357da8a2c76a7036c21e1a0cb/gr4.jpg,gr4.jpg,SEM images for the initial (a) and HIUS treated in different sonication media AlNi (50wt.% Ni) alloy particles: water (b); 50vol.% ethanol/50vol.% water (c); 90vol.% ethanol/10vol.% water (d); ethanol (e).,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714003186-gr4_lrg.jpg,0,
1-s2.0-S1350417714003186-gr3.jpg,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714003186/gr3/DOWNSAMPLED/image/jpeg/260116338a74c6d1d5d74f8836839b32/gr3.jpg,gr3.jpg,"The Ni 2p and Al 2p XPS spectra for the initial (a and d), HIUS treated in ethanol (b and e), and HIUS treated in water (c and f) AlNi (50wt.% Ni) alloy particles.",https://ars.els-cdn.com/content/image/1-s2.0-S1350417714003186-gr3_lrg.jpg,0,
1-s2.0-S1350417714003186-gr2.jpg,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714003186/gr2/DOWNSAMPLED/image/jpeg/12558a9f295dbd31c2bd89d83614fa72/gr2.jpg,gr2.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714003186-gr2_lrg.jpg,0,
1-s2.0-S1350417714003186-gr1.sml,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714003186/gr1/THUMBNAIL/image/gif/59c6fde35350115ed14baf9b127c9748/gr1.sml,gr1.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714003186-gr1.sml,0,
1-s2.0-S1350417714003186-gr4.sml,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714003186/gr4/THUMBNAIL/image/gif/25b7f0e4c452cf25d3bee1bc7e9f08f1/gr4.sml,gr4.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714003186-gr4.sml,0,
1-s2.0-S1350417714003186-gr3.sml,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714003186/gr3/THUMBNAIL/image/gif/00034abeec2490ecebb17a2ed489ef2f/gr3.sml,gr3.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714003186-gr3.sml,0,
1-s2.0-S1350417714003186-gr2.sml,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714003186/gr2/THUMBNAIL/image/gif/0e4fa75005ece6fc95fc9506892e6d1e/gr2.sml,gr2.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714003186-gr2.sml,0,
