UTD_EID,UCS_Locator,Filename,Caption,link,stage1_hit,stage1_keywords
1-s2.0-S1350417717301207-gr1.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417717301207/gr1/THUMBNAIL/image/gif/1ab62d81dfe0d00e56b6d889f50abf82/gr1.sml,gr1.sml,Sonoreactors and sealing flange design. (a) Sonoreactors full view (b) LF sonotrode sealing flange design (c) HF transducer.,https://ars.els-cdn.com/content/image/1-s2.0-S1350417717301207-gr1.sml,0,
1-s2.0-S1350417717301207-gr2.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417717301207/gr2/THUMBNAIL/image/gif/a406344d97f7bdaf739105ef089722ca/gr2.sml,gr2.sml,"Kinetic stability of 10% v/v MMA mixture sonicated at 20kHz at 144,1W for 10min.",https://ars.els-cdn.com/content/image/1-s2.0-S1350417717301207-gr2.sml,0,
1-s2.0-S1350417717301207-gr3.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417717301207/gr3/THUMBNAIL/image/gif/b1297099ecbd64cf90352f579893c324/gr3.sml,gr3.sml,Influence of waiting time on the emulsification process between two first sonications and before polymerization on particle size and yields.,https://ars.els-cdn.com/content/image/1-s2.0-S1350417717301207-gr3.sml,0,
1-s2.0-S1350417717301207-gr4.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417717301207/gr4/THUMBNAIL/image/gif/f9af22de33889ffb8ce2507e07ca5a04/gr4.sml,gr4.sml,"Particles size (a) and synthesis yields (b) evolution over tandem sonication process for SFEP thermos-initiation experiments. Influence of sonication parameters: Sequence 1 ●, Sequence 2 ■, Sequence 3 ♦, Sequence 4 ▴.",https://ars.els-cdn.com/content/image/1-s2.0-S1350417717301207-gr4.sml,0,
1-s2.0-S1350417717301207-gr5.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417717301207/gr5/THUMBNAIL/image/gif/4a9721036eee05b0783bbe16b4035b58/gr5.sml,gr5.sml,"SEM image of PMMA particles prepared from 10% w/w MMA mixture with sequence 1, 580kHz sampling and polymerized with thermo-initiated polymerization method.",https://ars.els-cdn.com/content/image/1-s2.0-S1350417717301207-gr5.sml,0,
1-s2.0-S1350417717301207-gr6.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417717301207/gr6/THUMBNAIL/image/gif/352a93c0ce8cb3b18307969c89fa473a/gr6.sml,gr6.sml,IR spectra of MMA and typical spectra of PMMA particles. Exposed PMMA particles spectra is from particles synthetized through sequence 4 with full sonication processing.,https://ars.els-cdn.com/content/image/1-s2.0-S1350417717301207-gr6.sml,0,
1-s2.0-S1350417717301207-gr7.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417717301207/gr7/THUMBNAIL/image/gif/4e11d99ed6b652eb9afd3a3fbb5735b4/gr7.sml,gr7.sml,"Particles size (a) and synthesis yields (b) over emulsification process for SFEP photo-initiation experiments for two sonication parameters: ● Sequence 1, ■ Sequence 3.",https://ars.els-cdn.com/content/image/1-s2.0-S1350417717301207-gr7.sml,0,
1-s2.0-S1350417717301207-gr8.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417717301207/gr8/THUMBNAIL/image/gif/aa86e4f87ee7d5428f93f06da91e625c/gr8.sml,gr8.sml,"SEM image of PMMA particles prepared from 10% w/w MMA 0,15% w/w Triton™ X-100 mixture with sequence 1, 20kHz sampling and polymerized with thermos-initiated polymerization method.",https://ars.els-cdn.com/content/image/1-s2.0-S1350417717301207-gr8.sml,0,
1-s2.0-S1350417717301207-gr9.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417717301207/gr9/THUMBNAIL/image/gif/ce791d164eba0c7b8d156376a72f21b5/gr9.sml,gr9.sml,"Particles size (a) and synthesis yields (b) over tandem sonication process for 2,5w/w MMA%. Influence of polymerization method and use of small amount of surfactant. SFEP TI polymerization ●, SFEP PI polymerization ■, Twin 20 TI polymerization ♦, Tw20 PI polymerization (minority particles occurrence only are indicated) ▴.",https://ars.els-cdn.com/content/image/1-s2.0-S1350417717301207-gr9.sml,0,
1-s2.0-S1350417717301207-gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417717301207/gr1/DOWNSAMPLED/image/jpeg/d4899c1778edd3289c355afe18437eb9/gr1.jpg,gr1.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417717301207-gr1_lrg.jpg,0,
