UTD_EID,UCS_Locator,Filename,Caption,link,stage1_hit,stage1_keywords
1-s2.0-S1350417714001692-gr1.jpg,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714001692/gr1/DOWNSAMPLED/image/jpeg/52ad15f0f4dda120683ce266a211d661/gr1.jpg,gr1.jpg,One-pot three-component synthesis of the title compound.,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714001692-gr1_lrg.jpg,0,
1-s2.0-S1350417714001692-gr2.jpg,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714001692/gr2/DOWNSAMPLED/image/jpeg/5ca1e3502ebc146ac39b6b5a08749427/gr2.jpg,gr2.jpg,"The proposed mechanism of one-pot three-component reaction of aldehyde, thiophenol and 5,5-dimethyl-1,3-cyclohexane-dione.",https://ars.els-cdn.com/content/image/1-s2.0-S1350417714001692-gr2_lrg.jpg,0,
1-s2.0-S1350417714001692-gr1.sml,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714001692/gr1/THUMBNAIL/image/gif/3d3ef69fca344787c505f2b1487e4d63/gr1.sml,gr1.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714001692-gr1.sml,0,
1-s2.0-S1350417714001692-gr2.sml,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714001692/gr2/THUMBNAIL/image/gif/835ec484c7d6b5930af3f2e39c615280/gr2.sml,gr2.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714001692-gr2.sml,0,
1-s2.0-S1350417714001692-mmc1.pdf,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714001692/mmc1/MAIN/application/pdf/97e992c79a6837daf37ad184d3cafb44/mmc1.pdf,mmc1.pdf,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714001692-mmc1.pdf,0,
1-s2.0-S1350417714001692-mmc2.pdf,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S1350417714001692/mmc2/MAIN/application/pdf/3c4b11e039eaaf64617fc8f370972a09/mmc2.pdf,mmc2.pdf,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417714001692-mmc2.pdf,0,
