UTD_EID,UCS_Locator,Filename,Caption,link,stage1_hit,stage1_keywords
1-s2.0-S1350417721002972-gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417721002972/gr1/DOWNSAMPLED/image/jpeg/49e8a5a143ae664f30f87595e27d3b32/gr1.jpg,gr1.jpg,Mechanism of action for Ultrasound [51].,https://ars.els-cdn.com/content/image/1-s2.0-S1350417721002972-gr1_lrg.jpg,0,
1-s2.0-S1350417721002972-gr1.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417721002972/gr1/THUMBNAIL/image/gif/54d650b46482e3c6abf9a1b5b172c04d/gr1.sml,gr1.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417721002972-gr1.sml,0,
1-s2.0-S1350417721002972-gr1_lrg.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1350417721002972/gr1/HIGHRES/image/jpeg/753fcd2c9550c0278de7b7bd69d3c2f3/gr1_lrg.jpg,gr1_lrg.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417721002972-gr1_lrg_lrg.jpg,0,
1-s2.0-S1350417721002972-am.pdf,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/egi:10GKVRC1V7S/MAIN/application/pdf/d48926dbfe9291fdda51d5b3913b23c9/am.pdf,am.pdf,,https://ars.els-cdn.com/content/image/1-s2.0-S1350417721002972-am.pdf,0,
