UTD_EID,UCS_Locator,Filename,Caption,link,stage1_hit,stage1_keywords
1-s2.0-S0301562998001574-gr1.sml,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S0301562998001574/GR1/THUMBNAIL/image/gif/e0715981cdcb8420060e94320ca1e143/gr1.sml,gr1.sml,"Background-corrected hemolysis as a function of the number of applied 1-MHz ultrasound pulses of (A) 20, (B) 200, (C) 2000 or (D) 20,000 μs durations. Filled symbols represent experimental observations obtained using stationary exposure vessels; open circles represent experimental observations acquired with 200 rpm sample rotation. Error bars represent the standard error of the mean.",https://ars.els-cdn.com/content/image/1-s2.0-S0301562998001574-gr1.sml,0,
1-s2.0-S0301562998001574-gr1.gif,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S0301562998001574/GR1/DOWNSAMPLED/image/gif/e837b979b200930e3f52b764a52fefc6/gr1.gif,gr1.gif,"Background-corrected hemolysis as a function of 1-MHz ultrasound pulse duration (20–20,000 μs) at applied pulse numbers ranging from 1–100. The inset panel provides a more detailed view of the data obtained with a single pulse. Error bars represent the standard error of the mean.",https://ars.els-cdn.com/content/image/1-s2.0-S0301562998001574-gr1.gif,0,
1-s2.0-S0301562998001574-gr2.sml,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S0301562998001574/GR2/THUMBNAIL/image/gif/664856812365f7a7c914d5d37ed31710/gr2.sml,gr2.sml,Background-corrected hemolysis as a function of total “on” time of the various pulse duration × pulse number treatment combinations. The inset panel provides an expanded view of the data. Error bars represent the standard error of the mean.,https://ars.els-cdn.com/content/image/1-s2.0-S0301562998001574-gr2.sml,0,
1-s2.0-S0301562998001574-gr2.gif,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S0301562998001574/GR2/DOWNSAMPLED/image/gif/78f325896beca1402b87d639c70b8dc2/gr2.gif,gr2.gif,,https://ars.els-cdn.com/content/image/1-s2.0-S0301562998001574-gr2.gif,0,
1-s2.0-S0301562998001574-gr3.sml,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S0301562998001574/GR3/THUMBNAIL/image/gif/37d8c095460f3b0d8ecd6bf511185285/gr3.sml,gr3.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S0301562998001574-gr3.sml,0,
1-s2.0-S0301562998001574-gr3.gif,https://s3.amazonaws.com/prod-ucs-content-store-us-east/content/pii:S0301562998001574/GR3/DOWNSAMPLED/image/gif/b451aabfce165ce004da389214702e43/gr3.gif,gr3.gif,,https://ars.els-cdn.com/content/image/1-s2.0-S0301562998001574-gr3.gif,0,
