UTD_EID,UCS_Locator,Filename,Caption,link,stage1_hit,stage1_keywords,stage2_ocr_status,stage2_ocr_text,stage2_keywords,stage2_hit
1-s2.0-S2213597923001088-gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr1/DOWNSAMPLED/image/jpeg/a9d3b06cb9eae31b61ae172ab0dd0e2a/gr1.jpg,gr1.jpg,Experimental setup used for the experiments.,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr1_lrg.jpg,0,,,,,
1-s2.0-S2213597923001088-fx6.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx6/DOWNSAMPLED/image/jpeg/e6c0bc035a0a5aa2ed56a33bf4c1675a/fx6.jpg,fx6.jpg,Ultrasound B-mode images (left) and B-mode overlaid by conventional amplitude-based PA image at 810 nm (right) of (a) volunteer 1 (lightest skin tone) and (b) volunteer 18 (darkest skin tone). The green arrows indicate the RA location. The white arrow indicates the location of a smaller blood vessel visible in the ultrasound B-mode image.,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx6_lrg.jpg,1,amplitude,0.0," 
",,0.0
1-s2.0-S2213597923001088-fx5.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx5/DOWNSAMPLED/image/jpeg/9c3a0b03895f23b3e13af7ee766f470e/fx5.jpg,fx5.jpg,"(a) Photographs of the forearm of five volunteers and the corresponding measured ITA ° values, displaying dark to light skin tones (from left to right, respectively). (b) Skin PA signal as a function of ITA ° for each volunteer, color-coded by optical wavelength. (c) Mean ± one standard deviation ITA ° and skin PA signals, grouped by skin tone category and optical wavelengths.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx5_lrg.jpg,1,wavelength,0.0," 
",,0.0
1-s2.0-S2213597923001088-fx4.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx4/DOWNSAMPLED/image/jpeg/0661400a033b3c33dfb08a6d9c4b36f6/fx4.jpg,fx4.jpg,"Amplitude-based (top) and SLSC (bottom) PA images of volunteer 1 (light skin tone) at (a) 750 nm, (b) 810 nm, and (c) 870 nm. (d)–(f) Amplitude-based and SLSC PA images of volunteer 18 (dark skin tone) at 750 nm, 810 nm, and 870 nm, respectively. The green arrows indicate the RA location. The white arrows indicate the location of a smaller blood vessel enhanced with SLSC imaging.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx4_lrg.jpg,1,amplitude,0.0," 
",,0.0
1-s2.0-S2213597923001088-fx3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx3/DOWNSAMPLED/image/jpeg/52cb6c6974ce46875c6d878f9cdff388/fx3.jpg,fx3.jpg,"(a) SNR, (b) skin signal, (c) clutter level, and (d) RA signal calculated for the eighteen volunteers distributed among the various skin tone categories for the three wavelengths combined for amplitude-based (blue) and SLSC (red) PA images. The horizontal line inside each box displays the median. The upper and lower edges of each box represent the first and third quartiles. The vertical lines connected to the boxes show the minimum and maximum values in each group, excluding outliers, which are shown as dots and defined as any value > 1.5 times the interquartile range. Statistically significant differences are indicated with *, **, ***, and **** denoting p < 0 . 05 , p < 0 . 01 , p < 0 . 001 , and p < 0 . 0001 , respectively.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx3_lrg.jpg,1,amplitude,0.0," 
",,0.0
1-s2.0-S2213597923001088-fx2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx2/DOWNSAMPLED/image/jpeg/2ace672e1f5ab51d039c1b5d281742b0/fx2.jpg,fx2.jpg,"(a) SNR, (b) skin signal, (c) clutter level, and (d) RA signal calculated for the eighteen volunteers distributed among the wavelengths of 750 nm, 810 nm and 870 nm for all skin tone categories combined for amplitude-based (blue) and SLSC (red) PA images. Each box plot displays median, first and third quartile, minimum, maximum values (and outliers if present), as described in the caption of Fig. 5. Statistically significant differences are indicated with *, **, ***, and **** denoting p < 0 . 05 , p < 0 . 01 , p < 0 . 001 , and p < 0 . 0001 , respectively.",https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx2_lrg.jpg,1,amplitude,0.0," 
",,0.0
1-s2.0-S2213597923001088-fx1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx1/DOWNSAMPLED/image/jpeg/6920e1dd72ad4652e79c880d0ecc57d6/fx1.jpg,fx1.jpg,Correlation between (a) RA signal and RA SNR and (b) skin PA signal and clutter level for conventional amplitude-based PA imaging (blue) and SLSC beamforming (red).,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx1_lrg.jpg,1,amplitude,0.0," 
",,0.0
1-s2.0-S2213597923001088-gr7.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr7/DOWNSAMPLED/image/jpeg/1459637f678c9eca3946b3a77a414d09/gr7.jpg,gr7.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr7_lrg.jpg,0,,,,,
1-s2.0-S2213597923001088-gr6.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr6/DOWNSAMPLED/image/jpeg/87e928ee441e70072366f80df7160afb/gr6.jpg,gr6.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr6_lrg.jpg,0,,,,,
1-s2.0-S2213597923001088-gr5.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr5/DOWNSAMPLED/image/jpeg/b875aac13ff7574d5e56bc4c08857169/gr5.jpg,gr5.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr5_lrg.jpg,0,,,,,
1-s2.0-S2213597923001088-gr4.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr4/DOWNSAMPLED/image/jpeg/753230d9592e79e349967983930d86a7/gr4.jpg,gr4.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr4_lrg.jpg,0,,,,,
1-s2.0-S2213597923001088-gr3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr3/DOWNSAMPLED/image/jpeg/e9aa1b2383b3079babdc54a0894d1b35/gr3.jpg,gr3.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr3_lrg.jpg,0,,,,,
1-s2.0-S2213597923001088-gr2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr2/DOWNSAMPLED/image/jpeg/1ec9817df3a39098ec6224b4de7e877c/gr2.jpg,gr2.jpg,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr2_lrg.jpg,0,,,,,
1-s2.0-S2213597923001088-gr1.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr1/THUMBNAIL/image/gif/6443f9a5088e08fe43ccf495e5ef4f18/gr1.sml,gr1.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr1.sml,0,,,,,
1-s2.0-S2213597923001088-fx6.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx6/THUMBNAIL/image/gif/fb1ef4c721ef0a67a6d6c0ea90305744/fx6.sml,fx6.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx6.sml,0,,,,,
1-s2.0-S2213597923001088-fx5.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx5/THUMBNAIL/image/gif/8d1f9c9f1e88292db286a846bb95c3e4/fx5.sml,fx5.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx5.sml,0,,,,,
1-s2.0-S2213597923001088-fx4.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx4/THUMBNAIL/image/gif/39938f495fdd3445c15d1c331cd84da4/fx4.sml,fx4.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx4.sml,0,,,,,
1-s2.0-S2213597923001088-fx3.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx3/THUMBNAIL/image/gif/73d432022c0bb74d7b05da4ffbe79588/fx3.sml,fx3.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx3.sml,0,,,,,
1-s2.0-S2213597923001088-fx2.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx2/THUMBNAIL/image/gif/4de9fec5450f03b854ab31dc2bcf6b20/fx2.sml,fx2.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx2.sml,0,,,,,
1-s2.0-S2213597923001088-fx1.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/fx1/THUMBNAIL/image/gif/af3fce9b494fa6f3769c10d33bd52c7b/fx1.sml,fx1.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-fx1.sml,0,,,,,
1-s2.0-S2213597923001088-gr7.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr7/THUMBNAIL/image/gif/42f85a78945c7e5064b6b3d6f263a37e/gr7.sml,gr7.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr7.sml,0,,,,,
1-s2.0-S2213597923001088-gr6.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr6/THUMBNAIL/image/gif/67b34d7d6c319e66b761731646c9a71b/gr6.sml,gr6.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr6.sml,0,,,,,
1-s2.0-S2213597923001088-gr5.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr5/THUMBNAIL/image/gif/f97d1d6e9783a660cd7eb29d52da16fa/gr5.sml,gr5.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr5.sml,0,,,,,
1-s2.0-S2213597923001088-gr4.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2213597923001088/gr4/THUMBNAIL/image/gif/4025444da727ba983eb64b04d4d1c7d3/gr4.sml,gr4.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2213597923001088-gr4.sml,0,,,,,
