"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link"
"Guzanová A.; Draganovská D.; Brezinová J.; Viňáš J.; Janoško E.; Moro R.; Szelag P.; Vojtko M.; Tomáš M.","Guzanová, Anna (6504230202); Draganovská, Dagmar (7801378197); Brezinová, Janette (7003599848); Viňáš, Ján (24077684500); Janoško, Erik (57214938004); Moro, Róbert (57211350167); Szelag, Petr (56275684800); Vojtko, Marek (25522701800); Tomáš, Miroslav (55490399800)","6504230202; 7801378197; 7003599848; 24077684500; 57214938004; 57211350167; 56275684800; 25522701800; 55490399800","Application of organosilanes in the preparation of metal surfaces for adhesive bonding","2022","5","10.1080/01694243.2021.1962078","https://www.scopus.com/pages/publications/85112250226?origin=resultslist"
"Téllez-Villaseñor M.A.; Patino C.A.L.; Martínez R.G.; Reyes E.A.A.","Téllez-Villaseñor, Miguel A. (57209454476); Patino, Carlos A. León (7101886290); Martínez, Ricardo Galván (57217321903); Reyes, Ena A. Aguilar (8532496800)","57209454476; 7101886290; 57217321903; 8532496800","Effect of nickel content in the corrosion process of TiC/Cu-Ni composites immersed in synthetic seawater","2019","1","10.1557/adv.2019.492","https://www.scopus.com/pages/publications/85097813216?origin=resultslist"
"Shalabi K.; Abd El-Lateef H.M.; Hammouda M.M.; Tantawy A.H.","Shalabi, Kamal (26667157900); Abd El-Lateef, Hany M. (28067546100); Hammouda, Mohamed M. (57216677688); Tantawy, Ahmed H. (59638555000)","26667157900; 28067546100; 57216677688; 59638555000","Synthesis and evaluation of anticorrosive properties of cationic benzenesulphonamide surfactants on carbon steel under sweet conditions: Empirical and computational investigations","2024","4","10.1016/j.molliq.2024.126363","https://www.scopus.com/pages/publications/85207694438?origin=resultslist"
"Ali M.M.; Raj V.","Ali, M. Mubarak (26537956300); Raj, V. (7003751662)","26537956300; 7003751662","Formation of ceramic nanocomposite coatings on aluminium by anodisation using magnesium sulphate with silicate additive","2012","2","10.1179/0020296712Z.00000000035","https://www.scopus.com/pages/publications/84865237467?origin=resultslist"
"Shucun L.; Minshou Z.; Jing Z.; fengyan W.","Shucun, Li (24559578600); Minshou, Zhao (14056483300); Jing, Zhai (24558966700); fengyan, Wang (60408753700)","24559578600; 14056483300; 24558966700; 60408753700","Effect of substitution of chromium for nickel on structure and electrochemical characteristic of Ti0.26Zr0.07V0.24Mn0.1Ni0.33 multi-phase hydrogen storage alloy","2009","5","10.1016/j.matchemphys.2008.06.069","https://www.scopus.com/pages/publications/56449089766?origin=resultslist"
"Sutowo C.; Senopati G.; Hakim R.N.; Erryani A.; Annur D.; Lestari F.P.; Siswayanti B.; Dwijaya M.S.; Thaha Y.N.; Setyawan A.D.H.; Kartika I.","Sutowo, Cahya (57190933352); Senopati, Galih (57190934825); Hakim, Rahma Nisa (57212191104); Erryani, Aprilia (57190940396); Annur, Dhyah (56898915600); Lestari, Franciska Pramuji (57193693234); Siswayanti, Bintoro (57190939769); Dwijaya, Made Subekti (57213828726); Thaha, Yudi Nugraha (56070215700); Setyawan, Albertus Deny Heri (8517926800); Kartika, Ika (57218158170)","57190933352; 57190934825; 57212191104; 57190940396; 56898915600; 57193693234; 57190939769; 57213828726; 56070215700; 8517926800; 57218158170","Enhanced multi-environment corrosion resistance of HVOF-sprayed hydroxyapatite coatings on Ti-6Al-6Mo alloy for dental implants","2025","1","10.1088/1402-4896/adffc0","https://www.scopus.com/pages/publications/105015774797?origin=resultslist"
"Yeganeh M.; Torabi Z.","Yeganeh, M. (42263196300); Torabi, Z. (21740430500)","42263196300; 21740430500","Comparison between the experimental and theoretical electrochemical impedance for microcrystalline and nanocrystalline copper immersed in near neutral chloride solution","2012","2","10.1049/mnl.2012.0051","https://www.scopus.com/pages/publications/84860542850?origin=resultslist"
"Guerguer L.; Hamdi A.; Ziouche A.; Benbertal D.; Belalem M.A.; Benmoussat A.","Guerguer, Louiza (57215915458); Hamdi, Ahmed (56819383800); Ziouche, Aicha (8583484000); Benbertal, Djamel (7801375314); Belalem, Mohammed Abdelkader (58113715400); Benmoussat, Abderrahim (42861038100)","57215915458; 56819383800; 8583484000; 7801375314; 58113715400; 42861038100","Influence of surfactant concentration on structural properties and corrosion behaviour of electrodeposited Ni-SiO2nanocomposite coatings","2023","5","10.1515/ijmr-2021-8429","https://www.scopus.com/pages/publications/85148673523?origin=resultslist"
"Liu X.; Lin Y.; Liu N.; Yuan H.","Liu, Xin (56948513800); Lin, Yufeng (57395568300); Liu, Nian (59584464700); Yuan, Huiwu (37103149600)","56948513800; 57395568300; 59584464700; 37103149600","Effect of Alloy Elements on the Performance of Al Sacrificial Anode","2024","4","10.1088/1742-6596/2679/1/012036","https://www.scopus.com/pages/publications/85182518640?origin=resultslist"
"Chen T.; Liao J.; Qiu S.","Chen, Tianxu (59725482900); Liao, Jingjing (57207623476); Qiu, Shaoyu (9247588200)","59725482900; 57207623476; 9247588200","The Effect of Proton Irradiation on In-situ Corrosion Behavior of Zr-Sn-Nb Zirconium Alloy under Simulated PWR Water Condition","2025","3","10.1016/j.jnucmat.2025.155802","https://www.scopus.com/pages/publications/105001996023?origin=resultslist"
"Gong P.; Zhang G.","Gong, Peng (57200451096); Zhang, Guangxu (24588385200)","57200451096; 24588385200","The corrosion behavior of 316L stainless steel in an Fe(II)EDTA-based liquid-phase denitrification system","2022","2","10.1007/s10008-022-05214-x","https://www.scopus.com/pages/publications/85131586844?origin=resultslist"
"Li J.; Jiang X.; Qiu J.; Wang G.; Ma Y.; Li C.","Li, Jiansan (42961856700); Jiang, Xin (60593575900); Qiu, Jing (60594324200); Wang, Guan (55898379700); Ma, Yinshan (60594324300); Li, Chenlu (60594324400)","42961856700; 60593575900; 60594324200; 55898379700; 60594324300; 60594324400","Siloxane-modified halloysite nanotube nanocontainers for controlled release of 8-hydroxyquinoline and enhanced corrosion protection of polyurethane coatings","2026","0","10.1016/j.colsurfa.2026.140584","https://www.scopus.com/pages/publications/105036498128?origin=resultslist"
"Wu G.; Li G.; Wei L.; Chen H.; Wang Y.; Qiao Y.; Hua Y.; Shi C.; Huang Y.; Yang W.","Wu, Guangxin (58303682000); Li, Gaosheng (57217998413); Wei, Lijun (60041616400); Chen, Hao (57192534876); Wang, Yujie (60390468800); Qiao, Yunze (59664382500); Hua, Yu (59664559900); Shi, Chenyang (59997602500); Huang, Yingde (57202399057); Yang, Wenjie (58604179400)","58303682000; 57217998413; 60041616400; 57192534876; 60390468800; 59664382500; 59664559900; 59997602500; 57202399057; 58604179400","Unraveling the Excellent High-Temperature Oxidation Behavior of FeNiCuAl-Based Alloy","2025","1","10.3390/ma18153679","https://www.scopus.com/pages/publications/105013254555?origin=resultslist"
"Cui X.; Feng H.; Xue Y.; Geng S.; Li S.","Cui, Xiaoling (54938802700); Feng, Huixia (24766203400); Xue, Yuzhou (56305006200); Geng, Shan (57189441961); Li, Shiyou (57221639661)","54938802700; 24766203400; 56305006200; 57189441961; 57221639661","Convenient synthesis and electrochemical performance investigation of nano-sized LiMn2O4       ","2017","5","10.1007/s10854-017-6575-5","https://www.scopus.com/pages/publications/85015169765?origin=resultslist"
"Rangel C.M.; Simplicio M.H.; Consiglieri A.C.; Nielsen B.R.; Torp B.; Teixeira N.; Alves J.G.; Silva M.F.; Soares J.C.; Dodd A.; Kinder J.","Rangel, C.M. (7006108156); Simplicio, M.H. (6506762203); Consiglieri, A.C. (7801313886); Nielsen, B.R. (12755897000); Torp, B. (6602084695); Teixeira, N. (16431206600); Alves, J.G. (7102351373); Silva, M.F. (58595490400); Soares, J.C. (35357653400); Dodd, A. (7004444799); Kinder, J. (7005566179)","7006108156; 6506762203; 7801313886; 12755897000; 6602084695; 16431206600; 7102351373; 58595490400; 35357653400; 7004444799; 7005566179","The effect of the angle of incidence on the aqueous corrosion of ion implanted M50 steel substrates","1992","4","10.1016/0257-8972(92)90286-J","https://www.scopus.com/pages/publications/0026851832?origin=resultslist"
"Anisur M.R.; Aphale A.; Raman R.K.S.; Dubey P.K.; Hong J.; Reisert M.; Heo S.J.; Lattimer J.; Patil K.; Xu H.; Yuh C.-Y.; Singh P.","Anisur, M.R. (59454635200); Aphale, Ashish (55516354500); Raman, R.K. Singh (7004581483); Dubey, Pawan Kumar (56256992200); Hong, Junsung (55900849200); Reisert, Michael (57203000958); Heo, Su Jeong (57188863431); Lattimer, Judith (57191157506); Patil, Kailash (59808317300); Xu, Hui (55868934300); Yuh, Chao-Yi (7003385782); Singh, Prabhakar (35518514400)","59454635200; 55516354500; 7004581483; 56256992200; 55900849200; 57203000958; 57188863431; 57191157506; 59808317300; 55868934300; 7003385782; 35518514400","Hydroxide melt induced corrosion of Ni at elevated temperatures under steam electrolysis conditions","2021","2","10.1016/j.ijhydene.2021.06.128","https://www.scopus.com/pages/publications/85110388497?origin=resultslist"
"Piedrahita W.; Caicedo Angulo J.C.; Aperador W.","Piedrahita, W. (57190255266); Caicedo Angulo, Julio C. (24558580000); Aperador, W. (24398551800)","57190255266; 24558580000; 24398551800","Tribological and electrochemical properties of AISI D3 steel coated with hafnium carbon nitride","2018","4","10.24874/ti.2018.40.03.14","https://www.scopus.com/pages/publications/85056789990?origin=resultslist"
"Oraby A.H.; Wu P.-H.; Youssef M.T.; Lin H.-C.; Yoshitake T.; Ahmed A.Z.","Oraby, Ahmed Hamed (58019664600); Wu, Po-Hsun (57190216954); Youssef, Mahmoud Talaat (60119979100); Lin, Hsin-Chih (7405568517); Yoshitake, Tsuyoshi (35270403400); Ahmed, Abdelrahman Zkria (56770176100)","58019664600; 57190216954; 60119979100; 7405568517; 35270403400; 56770176100","Improved corrosion resistance and surface stability of Mg–Ca alloys in simulated body fluid by quench-produced diamond coatings","2026","0","10.1016/j.surfcoat.2026.133383","https://www.scopus.com/pages/publications/105033445796?origin=resultslist"
"Huang Y.; Liu F.; Zhong Y.; Liu J.; Li H.; Cha L.; Wang Q.","Huang, Yueyu (59698992600); Liu, Feng (60085961300); Zhong, Yuan (58693118200); Liu, Jianwu (58692977900); Li, Haifeng (57196360397); Cha, Limei (56313928700); Wang, Qun (55572222000)","59698992600; 60085961300; 58693118200; 58692977900; 57196360397; 56313928700; 55572222000","Synergistic protective mechanisms of micro-arc oxidation and sealing treatments on cold-spray-repaired 2024Al surfaces with microstructural heterogeneity","2025","1","10.1016/j.surfcoat.2025.132632","https://www.scopus.com/pages/publications/105015041316?origin=resultslist"
"Anawati A.; Fitriana M.F.; Gumelar M.D.","Anawati, Anawati (7409570091); Fitriana, Medio Febby (57223998225); Gumelar, Muhammad Dikdik (57212349510)","7409570091; 57223998225; 57212349510","Improved corrosion resistance of magnesium alloy az31 in ringer lactate by bilayer anodic film/beeswax–colophony","2021","4","10.3390/coatings11050564","https://www.scopus.com/pages/publications/85106753788?origin=resultslist"
"Huerta-Zavala M.S.; Gaona-Tiburcio C.; Nieves-Mendoza D.; Jaquez-Muñoz J.M.; Cabral-Miramontes J.; Maldonado-Bandala E.; Croche-Belin R.; Baltazar-Zamora M.A.; Landa-Ruiz L.; Lopez-Leon L.D.; Olguin-Coca J.; Almeraya-Calderon F.","Huerta-Zavala, Miguel Sergio (60574241200); Gaona-Tiburcio, Citlalli (15124829400); Nieves-Mendoza, Demetrio (25928673200); Jaquez-Muñoz, Jesus Manuel (57216614593); Cabral-Miramontes, Jose (56013654100); Maldonado-Bandala, Erick (56013684400); Croche-Belin, Rene (60574400800); Baltazar-Zamora, Miguel Angel (56000859700); Landa-Ruiz, Laura (57217028839); Lopez-Leon, Luis Daimir (24485322600); Olguin-Coca, Javier (57188817122); Almeraya-Calderon, Facundo (55993684100)","60574241200; 15124829400; 25928673200; 57216614593; 56013654100; 56013684400; 60574400800; 56000859700; 57217028839; 24485322600; 57188817122; 55993684100","Susceptibility to Pitting Corrosion of AerMet 100 and 4340 Alloys for Aeronautical Applications","2026","0","10.3390/ma19071397","https://www.scopus.com/pages/publications/105035550004?origin=resultslist"
"Ali R.M.; Hermas A.-E.A.; Elnady A.M.; Mansoure T.H.","Ali, Reham M. (57206511538); Hermas, Abou-Elhagag A. (6602571502); Elnady, Abobakr M. (57205739228); Mansoure, Tharwat H. (55630134600)","57206511538; 6602571502; 57205739228; 55630134600","Electrodeposition and corrosion protection properties of conducting PEDOT coatings on steel electrode","2025","1","10.1007/s10008-025-06238-9","https://www.scopus.com/pages/publications/105000046364?origin=resultslist"
"Mora M.; Vera E.; Aperador W.","Mora, M. (57209608953); Vera, E. (7006378188); Aperador, W. (24398551800)","57209608953; 7006378188; 24398551800","Tribo-electrochemical characterization of hafnium multilayer systems deposited on nitride/vanadium nitride AISI 4140 steel","2016","4","10.1088/1742-6596/687/1/012032","https://www.scopus.com/pages/publications/84961771271?origin=resultslist"
"Feng C.; Wang P.; Zhu L.; Gui X.; Li Z.; Gao G.","Feng, Chun (57054682900); Wang, Peng (59965869000); Zhu, Lijuan (55550248400); Gui, Xiaolu (56018646500); Li, Zhi (57191705707); Gao, Guhui (36247100900)","57054682900; 59965869000; 55550248400; 56018646500; 57191705707; 36247100900","Effect of Microstructure on Corrosion Resistance of Ultralow-Carbon Bainitic Steel","2024","4","10.1002/srin.202300720","https://www.scopus.com/pages/publications/85185964909?origin=resultslist"
"Lin H.; Wang J.; Han E.","Lin, Hongliang (55603391200); Wang, Jianqiu (55922460400); Han, Enhou (7101875388)","55603391200; 55922460400; 7101875388","Effect of Sn addition on the corrosion performance of Cast X-52 in H2S-containing environment at 60°C","2013","3","10.4028/www.scientific.net/MSF.743-744.607","https://www.scopus.com/pages/publications/84874152772?origin=resultslist"
"Mahore S.; Shah A.; Sharma S.; Tripathi A.","Mahore, Sandeep (59359408000); Shah, Ashwin (59194747600); Sharma, Swati (56140106500); Tripathi, Abhishek (56673552300)","59359408000; 59194747600; 56140106500; 56673552300","Influence of thermo-mechanical processing on the corrosion performance of Ti-6Al-4V alloy: Role of cooling rate and degree of deformation","2026","2","10.1016/j.colsurfa.2025.139220","https://www.scopus.com/pages/publications/105024380519?origin=resultslist"
"da Rocha G.V.B.; Lopes J.H.; Travessa D.N.; Jorge Jr A.M.; Roche V.","da Rocha, Geovana Vilas Bôas (57194207843); Lopes, João Henrique (25959640900); Travessa, Dilermando Nagle (6506562935); Jorge Jr, Alberto Moreira (7005222046); Roche, Virginie (23467880300)","57194207843; 25959640900; 6506562935; 7005222046; 23467880300","Multifunctional bioactive coating on biomedical β-Ti12Mo6Zr2Fe alloy to improve corrosion protection and bioactivity properties","2024","4","10.1016/j.apsusc.2023.158853","https://www.scopus.com/pages/publications/85177981141?origin=resultslist"
"Gunasekaran G.; Dubey B.I.; Rangarajan J.","Gunasekaran, G. (59848730900); Dubey, B.I. (8238300300); Rangarajan, J. (57212212656)","59848730900; 8238300300; 57212212656","Role of citrate ions in the phosphonate-based inhibitor system for mild steel in aqueous chloride media","2005","4","10.14429/dsj.55.1961","https://www.scopus.com/pages/publications/15744393936?origin=resultslist"
"Quej-Ake L.M.; Contreras A.","Quej-Ake, L.M. (56013585000); Contreras, A. (7005300323)","56013585000; 7005300323","Electrochemical study of 1018 steel exposed to different soils from South of México","2015","5","10.1557/opl.2015.415","https://www.scopus.com/pages/publications/84944698999?origin=resultslist"
"Wu T.; Yang L.; Wu B.; Lu P.; Yan H.; Qiu T.; Zhao G.; Wu H.","Wu, Tao (59902741400); Yang, Liu (57201338320); Wu, Bo (60301439200); Lu, Peng (60301280500); Yan, Huashan (56547809400); Qiu, Tingsheng (12241221400); Zhao, Guanfei (57005822300); Wu, Hao (57201433597)","59902741400; 57201338320; 60301439200; 60301280500; 56547809400; 12241221400; 57005822300; 57201433597","Galvanic corrosion of monoclinic pyrrhotite and galena in flotation separation process and the influence of complexing agent","2026","1","10.1016/j.colsurfa.2026.139465","https://www.scopus.com/pages/publications/105026858942?origin=resultslist"
"Chai L.; Xiao H.; Wang Y.; Shu Y.; Pei F.; Zhang J.","Chai, Liyuan (7102339024); Xiao, Haijuan (25230817300); Wang, Yunyan (15761273800); Shu, Yude (7103239435); Pei, Fei (57206258654); Zhang, Jinlong (56025125200)","7102339024; 25230817300; 15761273800; 7103239435; 57206258654; 56025125200","Corrosion mechanism of A3 steel induced by chloride ions in the purified water","2009","1","","https://www.scopus.com/pages/publications/67449123334?origin=resultslist"
