UTD_EID,UCS_Locator,Filename,Caption,link,stage1_hit,stage1_keywords,stage2_ocr_status,stage2_ocr_text,stage2_keywords,stage2_hit
1-s2.0-S2666202723000526-gr9.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2666202723000526/gr9/DOWNSAMPLED/image/jpeg/25faf84bc6feb5d873bf1c6aec69811a/gr9.jpg,gr9.jpg,Schematics of the solvent - PAO-2 molecule and polymer chain - OCP molecule used in this simulation study.,https://ars.els-cdn.com/content/image/1-s2.0-S2666202723000526-gr9_lrg.jpg,0,,,,,
1-s2.0-S2666202723000526-gr6.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2666202723000526/gr6/DOWNSAMPLED/image/jpeg/148a19d0e8321ee15dd46df4c7427192/gr6.jpg,gr6.jpg,The kinematic viscosity ( ν 0 ) of the pure solvent system and polymer solution as a function of temperature. The closed symbols represent the average of simulated values—red (Pure solvent) and blue (Polymer solution) with their standard deviations from the three independent runs. The open symbols represent the experimental [63] (green) and simulated [50] (black) data available in the literature for pure solvent system.,https://ars.els-cdn.com/content/image/1-s2.0-S2666202723000526-gr6_lrg.jpg,1,temperature,0.0,"Non-snear direction

 

y-direction

Salignment

0.8

0.6

0.4

0.2

 

1x10?

PAO-2 (Pure solvent) ‘+f
PAO-2 (Polymer solution) +-@—
OCP (Polymer solution) -—&—

Shear rate (s4)

1x10!°

 

1x10!
",,0.0
1-s2.0-S2666202723000526-gr5.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2666202723000526/gr5/DOWNSAMPLED/image/jpeg/76e73a0d6f23b30a9a10466e1a8f96bd/gr5.jpg,gr5.jpg,"The centre of mass self diffusion coefficient of (a) PAO-2 molecules ( D COM,PAO ) in the pure solvent and polymer solution systems, and (b) OCP molecule ( D COM,OCP ) in the polymer solution system as a function of temperature.",https://ars.els-cdn.com/content/image/1-s2.0-S2666202723000526-gr5_lrg.jpg,1,temperature,2.0,"oO

Radius of Gyration (A)

 

 

°

Radius of Gyration (A)

 

 

 

OCP (Polymer solution) -~@—

300 320 340 360 380
Temperature (K)

(a)

 

 

 

 

Pure solvent
Polymer solution

300 320 340 360
Temperature (K)

(b)

 

 

 

 

 

 

380
",temperature,1.0
1-s2.0-S2666202723000526-gr8.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2666202723000526/gr8/DOWNSAMPLED/image/jpeg/816261bd068a594635d8072fc1e0d2c8/gr8.jpg,gr8.jpg,"(a) Viscosity ( η ( γ ̇ ) ) as a function of shear rate ( γ ̇ ) at two different temperatures (313 K and 373 K) in pure solvent and polymer solution systems. The symbols with the error bars show the simulated dynamic viscosity values, η ( γ ̇ ) at different shear rates, γ ̇ . The lines depict the Carreau-model fittings. (b) The storage modulus, G ′ (solid) and the loss modulus, G ″ (dashed) as functions of ω at a temperature of 313 K with the arrows indicating the cross-over ω values for pure solvent ( ω s ) and polymer solution ( ω p ).",https://ars.els-cdn.com/content/image/1-s2.0-S2666202723000526-gr8_lrg.jpg,1,temperature,0.0,"Relaxation time (ns)

0.8

0.6

0.4

0.2

0
1x10’

 

1x10°

 

 

 

 

 

 

 

1x10’ 1x10
Shear rate (sl)

10

 

 

 

 

 

 

 
",,0.0
1-s2.0-S2666202723000526-gr7.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2666202723000526/gr7/DOWNSAMPLED/image/jpeg/607d678d1149bdf402365d13eda951c9/gr7.jpg,gr7.jpg,"The radius of gyration ( R g ) of (a) OCP molecule in the polymer solution, and (b) PAO-2 molecules in the pure solvent and polymer solution as a function of temperature. The error bars show the standard deviation computed from the R g values obtained at every 2 ps in the three independent runs.",https://ars.els-cdn.com/content/image/1-s2.0-S2666202723000526-gr7_lrg.jpg,1,temperature,2.0,"Terminal relaxation time (ns)

OCP (Polymer solution) --@—

 

 

 

 

300 320 340 360 380
Temperature (K)
",temperature,1.0
1-s2.0-S2666202723000526-gr2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2666202723000526/gr2/DOWNSAMPLED/image/jpeg/a3948033f994c165648605a046884ffd/gr2.jpg,gr2.jpg,(Left) The schematic of molecular alignment in the absence and presence of shear. (Right) S alignment of PAO-2 and OCP molecules in pure solvent and polymer solution as a function of shear rate at 313 K. The data points on the y -axis show the values of S alignment at zero shear rate.,https://ars.els-cdn.com/content/image/1-s2.0-S2666202723000526-gr2_lrg.jpg,0,,,,,
1-s2.0-S2666202723000526-gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2666202723000526/gr1/DOWNSAMPLED/image/jpeg/469aca0c0d5c9413e0de6b79dd958fd9/gr1.jpg,gr1.jpg,The terminal relaxation time ( τ R ) of OCP in the polymer solution as a function of temperature.,https://ars.els-cdn.com/content/image/1-s2.0-S2666202723000526-gr1_lrg.jpg,1,temperature,0.0,"CH CH

, CH, CH
fn

CH, “CH, NG (CNL NENG (NK

9,10-dimethyloctadecane (PAO-2)

Ethylene monomers Propylene monomers

—{CH,-CHg Ech
CH, ~%

Olefin Co-Polymer (OCP)

   
",,0.0
1-s2.0-S2666202723000526-gr4.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2666202723000526/gr4/DOWNSAMPLED/image/jpeg/b2970deb680edf3ebc0eba6594acce9e/gr4.jpg,gr4.jpg,The terminal relaxation time ( τ R ) of OCP in the polymer solution as a function of shear rate at two different temperatures (313 K and 373 K).,https://ars.els-cdn.com/content/image/1-s2.0-S2666202723000526-gr4_lrg.jpg,0,,,,,
1-s2.0-S2666202723000526-gr3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2666202723000526/gr3/DOWNSAMPLED/image/jpeg/969c14ec9e6fe6aee55984eb5b2e7b17/gr3.jpg,gr3.jpg,(Left) The schematic of reverse-NEMD applied in case of the present simulation study. (Right) The thermal conductivity ( k ) of the pure solvent and polymer solution as a function of temperature. The closed symbols show the simulated data and the lines show the linear function fits as described in Eq. (21).,https://ars.els-cdn.com/content/image/1-s2.0-S2666202723000526-gr3_lrg.jpg,1,"temperature, thermal, conductivity",2.0,"Self Diffusion Coefficient (m* s”’)

1x10”

OCP (Polymer solution) --@—
e

Pure solvent
Polymer solution

 

 

 

 

Self Diffusion Coefficient (m7 s“!)

-11
1x101° 1x10

 

 

 

300 320 340 360 380 300 320 340 360 380
Temperature (K) Temperature (K)

(a) (b)
",temperature,1.0
1-s2.0-S2666202723000526-gr9.sml,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S2666202723000526/gr9/THUMBNAIL/image/gif/b061f19ed1505270857fd396f25ba36b/gr9.sml,gr9.sml,,https://ars.els-cdn.com/content/image/1-s2.0-S2666202723000526-gr9.sml,0,,,,,
