UTD EID,UCS Locator,Filename,Caption,link,contains_keywords,found_keywords
1-s2.0-S1270963825013471-gr9.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/gr9/DOWNSAMPLED/image/jpeg/933bd87334c2f213e745d1e4e67a2725/gr9.jpg,gr9.jpg,"Representation of the model used for a single thruster. Note the inertial reference frame in the bottom left, as well as the body reference frame in the satellite.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-gr9_lrg.jpg,0,
1-s2.0-S1270963825013471-gr11.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/gr11/DOWNSAMPLED/image/jpeg/09c5cbd269c9340b9770dc668fc457df/gr11.jpg,gr11.jpg,"Simulation of PD controller responses with k = 0.0162 , d = 0.18 , the direct mapping on the left and optimal mapping on the right. Other parameters are the same as in Section 5.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-gr11_lrg.jpg,0,
1-s2.0-S1270963825013471-gr10.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/gr10/DOWNSAMPLED/image/jpeg/57fa16f8cea8af4a42188a22ab79c3c3/gr10.jpg,gr10.jpg,"Example optimal slew trajectory plotted on the unit sphere. Red, green and blue lines from the origin indicate the initial x, y and z-body axes in inertial space. An x-body axis exclusion cone is shown in red, and a z-body axis inclusion cone in blue. (For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article).",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-gr10_lrg.jpg,0,
1-s2.0-S1270963825013471-fx1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/fx1/DOWNSAMPLED/image/jpeg/39460997c0f8bd19f5ce1b361d2a4963/fx1.jpg,fx1.jpg,"Results of the naive MPC implementation performing the same slew as before, with the additional presence of the conical attitude constraints shown in Fig. 3. Gray lines on the first two subplots indicate planned future trajectories.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-fx1_lrg.jpg,0,
1-s2.0-S1270963825013471-gr7.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/gr7/DOWNSAMPLED/image/jpeg/8c229b02afaea4e2a4fdc20a86021937/gr7.jpg,gr7.jpg,"Conceptual illustration of the state constraint region X (red), state difference region X Δ (blue), and modified nominal state constraint region X * (green) at a time t 2 in two dimensions. (For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article).",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-gr7_lrg.jpg,0,
1-s2.0-S1270963825013471-gr8.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/gr8/DOWNSAMPLED/image/jpeg/5003221006786e71382ea7f195a427be/gr8.jpg,gr8.jpg,Example robust optimal slew trajectory generated using the same initial and final conditions as before. Note the 1-σ uncertainty region indicated with circles around the nominal trajectory.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-gr8_lrg.jpg,0,
1-s2.0-S1270963825013471-gr5.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/gr5/DOWNSAMPLED/image/jpeg/75ccadae1d52def752d61e47f65ff7ff/gr5.jpg,gr5.jpg,"Results of the robust MPC implementation performing the same slew as before, showing final state constraints being obeyed with only a small increase in propellant usage. Note how the final deceleration does not use the maximum control authority to be able to correct for underestimation of the control magnitude.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-gr5_lrg.jpg,0,
1-s2.0-S1270963825013471-gr6.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/gr6/DOWNSAMPLED/image/jpeg/51c0c6c8bc9ea1187c74a102f9fa0090/gr6.jpg,gr6.jpg,"Results of controller propellant usage for varying maneuver durations. For the PD controllers the final time is defined as the earliest time the state obeys the final state constraints, as it is not directly specified as with the MPC controllers.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-gr6_lrg.jpg,0,
1-s2.0-S1270963825013471-gr3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/gr3/DOWNSAMPLED/image/jpeg/f477ac34de4be1e266f06284a4fb532f/gr3.jpg,gr3.jpg,"Comparison of a number of state trajectories followed by the naive and robust MPC controllers. Note the blue shaded inclusion constraint, red shaded exclusion constraint, and the green shaded final state inclusion constraints. Crosses are used to indicate trajectories that become infeasible during execution. (a) Naive MPC implementation (b) Robust MPC implementation. (For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article).",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-gr3_lrg.jpg,0,
1-s2.0-S1270963825013471-gr4.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/gr4/DOWNSAMPLED/image/jpeg/176a70310315f4dca7de5a6fa2ac8235/gr4.jpg,gr4.jpg,"Results of Monte Carlo robustness analysis. Results are classified into four categories: succeeding (green), detected by the controller as infeasible before starting (blue), running to completion but violating constraints (purple) or becoming infeasible partway through the maneuver (red). Also shown is the propellant usage of each successful run in the bottom plot, with the mean and standard deviation indicated in green. (For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article).",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-gr4_lrg.jpg,0,
1-s2.0-S1270963825013471-gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/gr1/DOWNSAMPLED/image/jpeg/1fe3865dba712fb84aee0e7ff98632d5/gr1.jpg,gr1.jpg,"Results of timing analysis for a single run of the robust MPC implementation. The controller execution times are broken down into components and shown against the left axis, and the number of successive convexification steps is shown against the right axis for each controller iteration.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-gr1_lrg.jpg,0,
1-s2.0-S1270963825013471-gr2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013471/gr2/DOWNSAMPLED/image/jpeg/7361d0fb101031435d1be5917068284d/gr2.jpg,gr2.jpg,Monte Carlo analysis procedure.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013471-gr2_lrg.jpg,0,
