Caption,Filename,UCS Locator,UTD EID,contains_keywords,contains_keywords2,found_keywords,link,text
"Workflow of the scanning, meshing and manufacturing processes followed in this work. Top image courtesy of UAV Works Group.",gr4.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825015305/gr4/DOWNSAMPLED/image/jpeg/c61b2b9ab9221becfd27698c7589b93e/gr4.jpg,1-s2.0-S1270963825015305-gr4.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825015305-gr4_lrg.jpg,
Chord and twist distribution of the propeller used (XOAR PJN 9x7”).,gr3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825015305/gr3/DOWNSAMPLED/image/jpeg/8d879f1a028665aab3ee41ec2fe63d3a/gr3.jpg,1-s2.0-S1270963825015305-gr3.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825015305-gr3_lrg.jpg,
Conceptual schematic of the FDM technology.,gr6.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825015305/gr6/DOWNSAMPLED/image/jpeg/b9d5a8f3b05ab5de9d2824ac66354112/gr6.jpg,1-s2.0-S1270963825015305-gr6.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825015305-gr6_lrg.jpg,
Conceptual schematic of the SLS technology.,gr5.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825015305/gr5/DOWNSAMPLED/image/jpeg/0d6863c4a903908607c66828ace8584d/gr5.jpg,1-s2.0-S1270963825015305-gr5.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825015305-gr5_lrg.jpg,
Conceptual schematic of the SLA technology.,gr2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825015305/gr2/DOWNSAMPLED/image/jpeg/27ac5ae102c6cfbd1e5fef6bda5e962e/gr2.jpg,1-s2.0-S1270963825015305-gr2.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825015305-gr2_lrg.jpg,
"The propellers tested in this investigation. From left to right: FDM, SLS, SLA-grey and SLA-rigid versions. A zoomed view highlights the differences in surface quality.",gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825015305/gr1/DOWNSAMPLED/image/jpeg/3a1a389158f667f4ab2629dbbe852948/gr1.jpg,1-s2.0-S1270963825015305-gr1.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825015305-gr1_lrg.jpg,
Schematic of the experimental setup installed in the anechoic chamber.,gr12.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825015305/gr12/DOWNSAMPLED/image/jpeg/0873f643b9a5865c3119ac374f016d79/gr12.jpg,1-s2.0-S1270963825015305-gr12.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825015305-gr12_lrg.jpg,
FDM-manufactured propeller installed in the wind tunnel.,gr13.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825015305/gr13/DOWNSAMPLED/image/jpeg/6eb2483fd2c2a4e31e0c5b4680911413/gr13.jpg,1-s2.0-S1270963825015305-gr13.jpg,1,0.0,wind tunnel,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825015305-gr13_lrg.jpg,"150°

180°

210°

120° 70 60°
60
30°
50
—e— FDM
—e— SLS °
—e— SIA 30 0
—e— SLARigid
330°
240° 300°

270°

150°

180°

210°

120° 90 60°

30°

70

—e— FDM
—e— SLS
—*®— SLA
—e— SLA Rigid

60 0°

330°

240° 300°
270°
"
Numerical domain with detail of the mesh.,gr14.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825015305/gr14/DOWNSAMPLED/image/jpeg/db775a98c56f8ac29d2ef5082858a4e8/gr14.jpg,1-s2.0-S1270963825015305-gr14.jpg,1,0.0,mesh,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825015305-gr14_lrg.jpg,"om ee

60 ——FDM

 
 

SPL [dB]

  
  

—SLS
50 SLA
—— SLA Rigid
40 lh y NY
xy ML Ma Wey anol
Ma HA )
20
0 1000 2000 3000 4000 5000
Frequency [Hz]
60 —FDM
—SLS
SLA
50 — SLA Rigid
40
| 1
“MIN ht eich
WY AM I wi j nN Pie
2 MEUM v
0 1000 7000 ""5000 4000 5000

Frequency [Hz]
"
Thrust (top) and torque (bottom) vs rotational velocity in hover for each propeller measured in the wind tunnel.,gr15.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825015305/gr15/DOWNSAMPLED/image/jpeg/b749143fc8cdc9e0cc0a82c9d0bbf075/gr15.jpg,1-s2.0-S1270963825015305-gr15.jpg,1,0.0,wind tunnel,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825015305-gr15_lrg.jpg,"        

ee, ""0... Ss

—e— 0.05 GPa —o—1 .25 GRa:..°"" ne
—e—0.1GPa —e—3GPa “*a, *

—e— 0.25 GPa 30 GPa MB

0.04 —@— 0.5 GPa vere @ore Exp. “ee “te,

—e—1GPa oe

0 0.1 0.2 0.3 0.4 0.5 0.6

 
"
