UTD EID,UCS Locator,Filename,Caption,link,contains_keywords,found_keywords
1-s2.0-S1270963825013069-gr3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013069/gr3/DOWNSAMPLED/image/jpeg/e538359ffd6ee3a6221c9079d2ca3fb4/gr3.jpg,gr3.jpg,The nominal design points at 80 % projected and nominal battery cell-specific energy for 2040.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013069-gr3_lrg.jpg,0,
1-s2.0-S1270963825013069-gr2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013069/gr2/DOWNSAMPLED/image/jpeg/23a192f07b5ca887c9cafe577567e7f1/gr2.jpg,gr2.jpg,Average fuel savings across mission distances at 80 % and 100 % battery specific-energy.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013069-gr2_lrg.jpg,0,
1-s2.0-S1270963825013069-gr5.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013069/gr5/DOWNSAMPLED/image/jpeg/50d638754a99d1419f441f00d6770c4b/gr5.jpg,gr5.jpg,"Fuel savings for 150 nmi, 200 nmi, and 250 nmi ranges at 80 % and 100 % of the projected battery cell-specific energy in 2040 shown in a box plot.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013069-gr5_lrg.jpg,0,
1-s2.0-S1270963825013069-gr4.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013069/gr4/DOWNSAMPLED/image/jpeg/1500b882c8046db0fc2b34df0af7ca24/gr4.jpg,gr4.jpg,Stacked bar chart shows the contribution of each parameter to the variance in fuel savings.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013069-gr4_lrg.jpg,0,
1-s2.0-S1270963825013069-gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825013069/gr1/DOWNSAMPLED/image/jpeg/0311141a8251db26be3315a6c21a35e5/gr1.jpg,gr1.jpg,Global Sensitivity Indices for Block Fuel at 100 % of the projected battery cell-specific energy in 2040.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825013069-gr1_lrg.jpg,0,
