Caption,Filename,UCS Locator,UTD EID,contains_keywords,contains_keywords2,found_keywords,link,text
"Schematic of the experimental setup and its main components: (a) top view and (b) front view. The strut on the left is equipped with a rectangular opening that enables the laser sheet to illuminate the measurement plane. (c) Example of a raw camera image. The region highlighted in red marks the portion of the image in which the blade appears in different positions; this region is used to implement the ISOMAP algorithm and perform the phase recognition.. (For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article).",gr9.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825016414/gr9/DOWNSAMPLED/image/jpeg/55f19ae0982830ebe9974ca44441f324/gr9.jpg,1-s2.0-S1270963825016414-gr9.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825016414-gr9_lrg.jpg,
Schematic (front view) of the considered setup: (a) Counter-rotating configuration. (b) Co-rotating configuration.,gr7.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825016414/gr7/DOWNSAMPLED/image/jpeg/de8e2e42cb1bca75f942548e0b736c45/gr7.jpg,1-s2.0-S1270963825016414-gr7.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825016414-gr7_lrg.jpg,
Blade chord and pitch angle distributions.,gr8.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825016414/gr8/DOWNSAMPLED/image/jpeg/cb32f21741230d42d0c952753150e47d/gr8.jpg,1-s2.0-S1270963825016414-gr8.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825016414-gr8_lrg.jpg,
"Schematic representation of the methodology employed for the pitch determination: (a) instantaneous vorticity sampled along the maximum time-averaged vorticity line, (b) illustration of the auto-correlation function, (c) auto-correlation as a function of Δ s , (d) probability density function constructed over all the captured snapshots.",gr5.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825016414/gr5/DOWNSAMPLED/image/jpeg/dd0b734462a71ff87eec557d4952e9e5/gr5.jpg,1-s2.0-S1270963825016414-gr5.jpg,1,0.0,vorticity,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825016414-gr5_lrg.jpg," 
"
Propeller efficiency for the CCW and CW cases. The errorbars indicate the estimated uncertainty on η.,gr6.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825016414/gr6/DOWNSAMPLED/image/jpeg/a043797d0c673b35ae6a63681d55c24d/gr6.jpg,1-s2.0-S1270963825016414-gr6.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825016414-gr6_lrg.jpg,
Performance coefficients at different advance ratios (J) for the single CCW propeller and the two co-rotating CCW propellers cases: (a) thrust coefficient (Cτ ); (b) torque coefficient (CQ ) and (c) propeller efficiency (η).,gr3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825016414/gr3/DOWNSAMPLED/image/jpeg/16baac0cf4d4df83a252a31e1d0f1a1c/gr3.jpg,1-s2.0-S1270963825016414-gr3.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825016414-gr3_lrg.jpg,
"(a) Relative variation in thrust (Cτ ) and (b) torque coefficient (CQ ), and (c) propulsive efficiency (η) due to the aerodynamic interaction at varying advance ratios.",gr4.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825016414/gr4/DOWNSAMPLED/image/jpeg/8b19d1ccd4e447e1982d50f32b55189b/gr4.jpg,1-s2.0-S1270963825016414-gr4.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825016414-gr4_lrg.jpg,
"Normalized streamwise induced velocity profiles along the radial direction (x/R) at y / R = − 0.5 . All cases indicated in Table 2, subplots grouped by operating condition (CCW, CoR and CnR).",gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825016414/gr1/DOWNSAMPLED/image/jpeg/b533c6687ee7dbda6488576bcc4a1dbf/gr1.jpg,1-s2.0-S1270963825016414-gr1.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825016414-gr1_lrg.jpg,
"Normalized streamwise velocity profiles along the radial direction (x/R) at y / R = − 0.5 . Cases at 3000 RPM (A2, S1, and S4), subplots grouped by advance ratio.",gr2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825016414/gr2/DOWNSAMPLED/image/jpeg/fb247cc6ca349565c82b4347fe3feadd/gr2.jpg,1-s2.0-S1270963825016414-gr2.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825016414-gr2_lrg.jpg,
"Normalized azimuthal velocity profiles along the radial direction (x/R) at y / R = − 0.5 . Cases at 3000 RPM (A2, S1, and S4), subplots grouped by advance ratio. The dashed line at x / R = 1.067 indicates the midline between the two propellers.",gr18.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825016414/gr18/DOWNSAMPLED/image/jpeg/51ec8158a72cc382a40d0c1f053c5518/gr18.jpg,1-s2.0-S1270963825016414-gr18.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825016414-gr18_lrg.jpg,
