Caption,Filename,UCS Locator,UTD EID,contains_keywords,contains_keywords2,found_keywords,link,text
Optimization procedure [28].,gr8.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014361/gr8/DOWNSAMPLED/image/jpeg/ef197d41aa8c368cad54cc6209f7ba3f/gr8.jpg,1-s2.0-S1270963825014361-gr8.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014361-gr8_lrg.jpg,
Structured grid system [28].,gr9.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014361/gr9/DOWNSAMPLED/image/jpeg/f55557700293d94eaf8d28c38e147967/gr9.jpg,1-s2.0-S1270963825014361-gr9.jpg,1,0.0,grid,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014361-gr9_lrg.jpg,"Scaled full-scale model
_—— WT model

 

Span location [mm]
"
Calculation of coordinates on surface polygon [28].,gr2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014361/gr2/DOWNSAMPLED/image/jpeg/045f5525edee7c8687ee32416f1823b5/gr2.jpg,1-s2.0-S1270963825014361-gr2.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014361-gr2_lrg.jpg,
Mapping FEM surface nodes on the Level-set boundary[28].,gr12.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014361/gr12/DOWNSAMPLED/image/jpeg/0af7181fd21205878d0eea0e0f9dfdf7/gr12.jpg,1-s2.0-S1270963825014361-gr12.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014361-gr12_lrg.jpg,
Model comparison via reduced order modeling [28].,gr3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014361/gr3/DOWNSAMPLED/image/jpeg/3b094ce1660b2a9dc9da37db5eea4bc1/gr3.jpg,1-s2.0-S1270963825014361-gr3.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014361-gr3_lrg.jpg,
Overview of the full-scale wing.,gr11.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014361/gr11/DOWNSAMPLED/image/jpeg/d14e65edfd73222a244db4624aa94c8b/gr11.jpg,1-s2.0-S1270963825014361-gr11.jpg,1,0.0,wing,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014361-gr11_lrg.jpg,"Damping Ratio

   

Frequency [Hz]

 

250

Velocity [m/s]

350

es

i

400 450
"
Initial condition of the level-set function (semispan length:240 mm).,gr14.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014361/gr14/DOWNSAMPLED/image/jpeg/232df8de9a158d8f8863f1eb81d9c4f7/gr14.jpg,1-s2.0-S1270963825014361-gr14.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014361-gr14_lrg.jpg,
Optimized boundary surface of the wind tunnel model (semispan length:240 mm).,gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014361/gr1/DOWNSAMPLED/image/jpeg/414f0094dfbb4c4cfefd9e71ce7e81bb/gr1.jpg,1-s2.0-S1270963825014361-gr1.jpg,1,0.0,wind tunnel,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014361-gr1_lrg.jpg,"Input surface geometry
Define grids for LSF parameterization
Initialize LSF parameter wp

 

LSF surface extraction

Geometry mapping
Conforming discretization

   

    
 

Ch TO
aE“ Yoo
Crs

 

FEM analysis
Update w

 
    
  

Spee NI
C7 Deere eee nm
Derr oe
"
Static deformations.,gr13.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014361/gr13/DOWNSAMPLED/image/jpeg/a5c071104eb2a1f35a0a65589a6ced6e/gr13.jpg,1-s2.0-S1270963825014361-gr13.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014361-gr13_lrg.jpg,
Static lift distributions.,gr6.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014361/gr6/DOWNSAMPLED/image/jpeg/2a77d6b8093977230cf55f5afe14c47e/gr6.jpg,1-s2.0-S1270963825014361-gr6.jpg,1,0.0,lift,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014361-gr6_lrg.jpg," 
"
