UTD EID,UCS Locator,Filename,Caption,link,contains_keywords,found_keywords
1-s2.0-S1270963825016037-gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825016037/gr1/DOWNSAMPLED/image/jpeg/6606d691733faf5e8d66f33678c64e03/gr1.jpg,gr1.jpg,"Architectural overview. Structure of the centralized (global / central critic), decentralized (independent local learners), and federated (periodic model aggregation) reinforcement learning approaches.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825016037-gr1_lrg.jpg,0,
