Caption,Filename,UCS Locator,UTD EID,contains_keywords,contains_keywords2,found_keywords,link,text
"Flowchart of the proposed visual-aided navigation architecture. The sensors are indicated as blue rectangular boxes. The yellow box represents the EKF, and the orange one is the Camera Processing Block, which includes all the image processing steps. The visual processing blocks described in detail in this Section are indicated using dark blue rectangular boxes.",gr21.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S127096382501243X/gr21/DOWNSAMPLED/image/jpeg/155c649303e5981b758bb841906def00/gr21.jpg,1-s2.0-S127096382501243X-gr21.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S127096382501243X-gr21_lrg.jpg,
Mounting configuration of the two cameras onboard the aircraft. In green is highlighted the overlap region generated by the two FOVs.,gr22.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S127096382501243X/gr22/DOWNSAMPLED/image/jpeg/1568320939c278bc113619f80b01603c/gr22.jpg,1-s2.0-S127096382501243X-gr22.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S127096382501243X-gr22_lrg.jpg,
"Proposed landing pattern based on the one defined by EASA in [5]. The selected keypoints of interest are highlighted on the pattern: points 1, 2, 3, 4 are the square vertices; points A, B, C are the triangle vertices; AT1, AT2, AT3 are the 3 ATs.",gr20.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S127096382501243X/gr20/DOWNSAMPLED/image/jpeg/d206f896634f794f75714db12d0b6abd/gr20.jpg,1-s2.0-S127096382501243X-gr20.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S127096382501243X-gr20_lrg.jpg,
Flowchart for BB detection in the image frame.,gr25.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S127096382501243X/gr25/DOWNSAMPLED/image/jpeg/f3fe485bee69f053c46cca82926fba73/gr25.jpg,1-s2.0-S127096382501243X-gr25.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S127096382501243X-gr25_lrg.jpg,
Multi-scale features detection logic as a function of the distance applied to the proposed pattern.,gr26.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S127096382501243X/gr26/DOWNSAMPLED/image/jpeg/69ef311c1182b73959fbf2e6aecbc53c/gr26.jpg,1-s2.0-S127096382501243X-gr26.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S127096382501243X-gr26_lrg.jpg,
Image processing based keypoints extractor algorithm – example on a synthetic image.,gr23.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S127096382501243X/gr23/DOWNSAMPLED/image/jpeg/77c10578a46518e89eae38bebf21a95f/gr23.jpg,1-s2.0-S127096382501243X-gr23.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S127096382501243X-gr23_lrg.jpg,
Features detection and matching applied in a scenario with fog presence.,gr24.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S127096382501243X/gr24/DOWNSAMPLED/image/jpeg/178a79b2c71cc68dafa37a6bcee2f628/gr24.jpg,1-s2.0-S127096382501243X-gr24.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S127096382501243X-gr24_lrg.jpg,
PnP solver and integrity checks flowchart.,gr18.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S127096382501243X/gr18/DOWNSAMPLED/image/jpeg/86622c4b78cc7bbb95456ee03dbfd566/gr18.jpg,1-s2.0-S127096382501243X-gr18.jpg,1,0.0,solver,https://ars.els-cdn.com/content/image/1-s2.0-S127096382501243X-gr18_lrg.jpg,"| (Horiz. Error EKF)|
| (Horiz. Error LM)|
RNP 95% accuracy bound Horiz.

—---HPE
———+ | + 2%o (Horiz. Error LM)|

100 150
Range from landing pad (m)

| (Vert. Error EKF)|

Iu (Vert. Error LM)|

RNP 95% accuracy bound Vert.
—--— 'VPE
———'|u + 2*@ (Vert. Error LM)|

—— = et
nent ar
jb— llc, —— cen Caspah eh AE A. es

100 150
Range from landing pad (m)

~-

 

200

200

250

 

HPE (m)

VPE (m)
"
Results of the training of the YOLOv8x based CNN detector shown along the epochs.,gr19.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S127096382501243X/gr19/DOWNSAMPLED/image/jpeg/9c4c326cb4e262ae69501ed4e6086b12/gr19.jpg,1-s2.0-S127096382501243X-gr19.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S127096382501243X-gr19_lrg.jpg,
Examples of the output of the CNN detector applied on real images in two different conditions and scenarios. Patterns scaled 1:32.,gr16.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S127096382501243X/gr16/DOWNSAMPLED/image/jpeg/947c88a6e65f6ac73c4aa66b3c8bb917/gr16.jpg,1-s2.0-S127096382501243X-gr16.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S127096382501243X-gr16_lrg.jpg,
