Caption,Filename,UCS Locator,UTD EID,contains_keywords,contains_keywords2,found_keywords,link,text
Schematic of three shaft industrial gas turbines.,gr20.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963826000994/gr20/DOWNSAMPLED/image/jpeg/81cd4f55b46454a6a7e4383337a917ed/gr20.jpg,1-s2.0-S1270963826000994-gr20.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963826000994-gr20_lrg.jpg,
Sequence of model development.,ga1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963826000994/ga1/DOWNSAMPLED/image/jpeg/05ee09039d830a92d1f0663f090b47bd/ga1.jpg,1-s2.0-S1270963826000994-ga1.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963826000994-ga1_lrg.jpg,
Control volume of one of the constituent components of IGT.,gr10.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963826000994/gr10/DOWNSAMPLED/image/jpeg/dd153b05b002318b913d17f189ec94a0/gr10.jpg,1-s2.0-S1270963826000994-gr10.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963826000994-gr10_lrg.jpg,
Optimized cooling flows in LM1600.,gr21.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963826000994/gr21/DOWNSAMPLED/image/jpeg/10b34476da6bdd0d7726b7f8ca57190d/gr21.jpg,1-s2.0-S1270963826000994-gr21.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963826000994-gr21_lrg.jpg,
"Generic, but appropriately scaled, component maps were used in this study: (a) LPC, (b) HPC, (c)HPT, (d) LPT, and (e) PT.",gr11.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963826000994/gr11/DOWNSAMPLED/image/jpeg/e3642a8995ba57c19a9af4356b32620c/gr11.jpg,1-s2.0-S1270963826000994-gr11.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963826000994-gr11_lrg.jpg,
Power output as a function of ambient temperature.,gr12.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963826000994/gr12/DOWNSAMPLED/image/jpeg/35b8b962e70eaa7facbdb8a0e0cc09d6/gr12.jpg,1-s2.0-S1270963826000994-gr12.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963826000994-gr12_lrg.jpg,
SFC with respect to power output.,gr2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963826000994/gr2/DOWNSAMPLED/image/jpeg/c3ef637a223ef935be0023dc274de5ae/gr2.jpg,1-s2.0-S1270963826000994-gr2.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963826000994-gr2_lrg.jpg,
Flow chart of transient performance calculations in GasTurb 12.,gr3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963826000994/gr3/DOWNSAMPLED/image/jpeg/703c55bdf5d779ec1447bf9cbd2f5977/gr3.jpg,1-s2.0-S1270963826000994-gr3.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963826000994-gr3_lrg.jpg,
VIGV Schedule.,gr4.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963826000994/gr4/DOWNSAMPLED/image/jpeg/67cbad942a7b96fe148d52e4ac800503/gr4.jpg,1-s2.0-S1270963826000994-gr4.jpg,0,,,https://ars.els-cdn.com/content/image/1-s2.0-S1270963826000994-gr4_lrg.jpg,
The operating line on low pressure compressor.,gr5.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963826000994/gr5/DOWNSAMPLED/image/jpeg/6debe2f9aeefd3a248533a1b837369a2/gr5.jpg,1-s2.0-S1270963826000994-gr5.jpg,1,0.0,pressure,https://ars.els-cdn.com/content/image/1-s2.0-S1270963826000994-gr5_lrg.jpg,"HPC

Booster

 

16

N Vo =1.05

 
  

 

 

 

10

Mass Flow Woenotp [kg/s]

 

 

 

 

 

 

 

 

 

SZ Le

did oney einsseig

 

50

 

45

 

 

40

 

35

 

30

 

25
Mass Flow Wong [kg/s]

 

20

 

15

 

10

 

 

 

 

 

 

 

eu” 4 oney aunsseld

b)

IPT

a)

 

14

 

12

 

10

 

8

 

6
Ni / V@45* Wy5* VO45/ S45 [kg/s]

 

4

 

 

 

 

 

 

“ 2 © ~ N =
- - —

97 4/5"" 4 oney einssald

1.

 

5.5

 

5.25

 

 

 

 

 

 

3.75

 

 

 

 

 

 

 

 

 

 

2.75

td Oo ) lO
N -

eV ""a oney eunssold

d)

SZ02/8/Z1

pL qiniseg

 

 

 

 

 

 

 

 

 

 

 

4.5

 

 

 

 

9 oO 9

$4/°"" 4 oney aunsselg

 

 

 

10 12 14 16 18 20 22 24

N/ VO,5"" Wis"" VO ,,/ 548 [kg/s]

8

e)
"
