UTD EID,UCS Locator,Filename,Caption,link,contains_keywords,found_keywords
1-s2.0-S1270963825014002-gr11.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014002/gr11/DOWNSAMPLED/image/jpeg/603ecab39afa7a5bbd3f0102bf59a943/gr11.jpg,gr11.jpg,"Geometric design process of a complex re-entrant honeycomb. (a) Coordinates of discretized internal nodes. (b) Geometry of a multi-node fundamental domain. (c) Configuration of the complex re-entrant lattice, showing its fundamental domain (yellow) and unit cell (green).",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014002-gr11_lrg.jpg,0,
1-s2.0-S1270963825014002-gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014002/gr1/DOWNSAMPLED/image/jpeg/1a7667b36467ed471355473a712e70a2/gr1.jpg,gr1.jpg,"Loading analysis of a typical multi-node, S-shaped strut within a fundamental domain. (a) Load applied along the Y-direction. (b) Discrete model showing the boundary conditions of the S-shaped strut and the displacements of the beam element in the local coordinate system.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014002-gr1_lrg.jpg,0,
1-s2.0-S1270963825014002-gr12.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014002/gr12/DOWNSAMPLED/image/jpeg/edaeb0cc842d20ef7abe2cfd7e19d26a/gr12.jpg,gr12.jpg,Optimization constraints within the fundamental domain and detailed geometric characteristics of the cell walls.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014002-gr12_lrg.jpg,0,
1-s2.0-S1270963825014002-gr2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014002/gr2/DOWNSAMPLED/image/jpeg/5ca3a0b4faa6b614b9a58a7104058229/gr2.jpg,gr2.jpg,"Comparison of different re-entrant structure unit cells and their corresponding equivalent Poisson's ratios: (a) optimized multi-node re-entrant metastructure, (b) vertical-strut combined re-entrant honeycomb structure proposed in [88], and (c) conventional re-entrant hexagonal honeycomb structure.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014002-gr2_lrg.jpg,0,
1-s2.0-S1270963825014002-gr13.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014002/gr13/DOWNSAMPLED/image/jpeg/57596cbbb61189891b0b88a93ce75ba3/gr13.jpg,gr13.jpg,Finite element model and boundary conditions of a typical metastructure.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014002-gr13_lrg.jpg,0,
1-s2.0-S1270963825014002-gr3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014002/gr3/DOWNSAMPLED/image/jpeg/89866a74b83c7f25b3106608efc49807/gr3.jpg,gr3.jpg,"Numerical results showing the variation of Poisson’s ratio with strain for the optimized multi-node re-entrant metastructure: (a) under compressive loading, (b) under tensile loading, (c) comparison with conventional configurations under compressive loading, and (d) comparison with conventional configurations under tensile loading.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014002-gr3_lrg.jpg,0,
1-s2.0-S1270963825014002-gr10.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014002/gr10/DOWNSAMPLED/image/jpeg/47fc2db74c5c4019ddd1d179b2c2ec66/gr10.jpg,gr10.jpg,Optimized metastructures with varying x B and y B. (a) Variation of the optimized Poisson’s ratio with respect to x B and y B. (b) Representative optimized configurations corresponding to different values of x B and y B.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014002-gr10_lrg.jpg,0,
1-s2.0-S1270963825014002-gr8.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014002/gr8/DOWNSAMPLED/image/jpeg/f0259a6e0a4e5cb67a8d58bdb0aa2bf2/gr8.jpg,gr8.jpg,Optimization of the 3D multi-node re-entrant honeycomb. (a) Geometry of the one-eighth unit cell. (b) Optimized unit cell configuration. (c) Periodic lattice structure of the optimized metastructure.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014002-gr8_lrg.jpg,0,
1-s2.0-S1270963825014002-gr9.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014002/gr9/DOWNSAMPLED/image/jpeg/d33c95f1cf80eab3a151cf39d7260bfd/gr9.jpg,gr9.jpg,Numerical results of Poisson’s ratio variation with strain for the optimized 3D multi-node re-entrant metastructure. (a) Under compressive loading. (b) Under tensile loading.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014002-gr9_lrg.jpg,0,
1-s2.0-S1270963825014002-gr4.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825014002/gr4/DOWNSAMPLED/image/jpeg/ea4bfad6c3d4c36fbb009803b423f709/gr4.jpg,gr4.jpg,Comparison of the stress-strain curve and Poisson's ratio variation predicted by the Updated Lagrangian method and finite element analysis.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825014002-gr4_lrg.jpg,0,
