UTD EID,UCS Locator,Filename,Caption,link,contains_keywords,found_keywords
1-s2.0-S1270963825012234-gr3.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825012234/gr3/DOWNSAMPLED/image/jpeg/b3724dae91f499d7a51364df79afa476/gr3.jpg,gr3.jpg,Event-based space imaging compared to the standard CCD sensor approach. Adapted from Afshar [34].,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825012234-gr3_lrg.jpg,0,
1-s2.0-S1270963825012234-gr4.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825012234/gr4/DOWNSAMPLED/image/jpeg/a34fbc365031dec7b2d32d08c468793e/gr4.jpg,gr4.jpg,Events stream output of the EB camera.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825012234-gr4_lrg.jpg,0,
1-s2.0-S1270963825012234-gr1.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825012234/gr1/DOWNSAMPLED/image/jpeg/73a96723b46338668bbd12a145b9f138/gr1.jpg,gr1.jpg,"Pixel block diagram, adapted from Finateu et al. [41].",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825012234-gr1_lrg.jpg,0,
1-s2.0-S1270963825012234-gr2.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825012234/gr2/DOWNSAMPLED/image/jpeg/fde6030d6dc957a6624b93994a91603b/gr2.jpg,gr2.jpg,Generative event model.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825012234-gr2_lrg.jpg,0,
1-s2.0-S1270963825012234-gr7.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825012234/gr7/DOWNSAMPLED/image/jpeg/8b8c726f5505643653da850986fe0b5a/gr7.jpg,gr7.jpg,"Simplified readout process, adapted from S.A. [42].",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825012234-gr7_lrg.jpg,0,
1-s2.0-S1270963825012234-gr8.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825012234/gr8/DOWNSAMPLED/image/jpeg/bdf5b1f9b9d2052cdca4f76dd5ae6fa2/gr8.jpg,gr8.jpg,"Example of an event-based camera output with a) no motion and b) with motion in the scene. In b), ON and OFF events are captured where ON is increase and OFF is decrease in logarithmic light intensity.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825012234-gr8_lrg.jpg,0,
1-s2.0-S1270963825012234-gr5.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825012234/gr5/DOWNSAMPLED/image/jpeg/3313f7d196f7659df6386efaef7a3304/gr5.jpg,gr5.jpg,Example of a slitless grating spectrometer [25].,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825012234-gr5_lrg.jpg,0,
1-s2.0-S1270963825012234-gr6.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825012234/gr6/DOWNSAMPLED/image/jpeg/cefe2bf60129260a0e1261e640180035/gr6.jpg,gr6.jpg,"Example of spectra from a broadband light source, integrating sphere: a) broadband spectrum and b) sections of broadband spectrum obtained with bandpass filters (FWHM = 10 nm).",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825012234-gr6_lrg.jpg,0,
1-s2.0-S1270963825012234-gr9.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825012234/gr9/DOWNSAMPLED/image/jpeg/ca0224d09af59f01518e34e0b88d1a34/gr9.jpg,gr9.jpg,"Example of spectra fusing a spectral line light source: a) line spectra recorded with event-based camera, b) calibration source output and c) line spectra recorded with a compact spectrometer.",https://ars.els-cdn.com/content/image/1-s2.0-S1270963825012234-gr9_lrg.jpg,0,
1-s2.0-S1270963825012234-gr14.jpg,https://s3-eu-west-1.amazonaws.com/prod-ucs-content-store-eu-west/content/pii:S1270963825012234/gr14/DOWNSAMPLED/image/jpeg/5cc8032daccfba13602bd4a8b890d60a/gr14.jpg,gr14.jpg,Experimental setup for dynamic range tests.,https://ars.els-cdn.com/content/image/1-s2.0-S1270963825012234-gr14_lrg.jpg,0,
